file_name,file_path,duration,transcription,speaker_id
447_1804041046_13350_13.56_16.64,./mdcc/dataset/audio/447_1804041046_13350_13.56_16.64.wav,3.08,好書使人更懂得享受人生,female
447_1804261541_33391_974.16_977.84,./mdcc/dataset/audio/447_1804261541_33391_974.16_977.84.wav,3.680000000000064,可見要打破舊有嘅批評模式,female
447_2102011200_97296_1912.38_1916.44,./mdcc/dataset/audio/447_2102011200_97296_1912.38_1916.44.wav,4.059999999999945,佢有啲後悔自己唔夠經驗先至畀人睇出破綻,male
447_1706131232_65761_418.34_421.44,./mdcc/dataset/audio/447_1706131232_65761_418.34_421.44.wav,3.1000000000000227,就使到校工同學生大為驚訝,female
447_2105311714_21613_106.92_110.16,./mdcc/dataset/audio/447_2105311714_21613_106.92_110.16.wav,3.239999999999995,犯罪嘅兒童多數來自破碎家庭,male
447_1711162014_87528_1024.82_1026.08,./mdcc/dataset/audio/447_1711162014_87528_1024.82_1026.08.wav,1.259999999999991,轉兒望住我,male
447_1807161528_33168_1340.65_1341.94996,./mdcc/dataset/audio/447_1807161528_33168_1340.65_1341.94996.wav,1.299959999999828,有一套石器,female
447_1803291550_57565_108.66_109.85,./mdcc/dataset/audio/447_1803291550_57565_108.66_109.85.wav,1.1899999999999975,睹園林,female
447_2103081352_52702_1297.82_1300.74,./mdcc/dataset/audio/447_2103081352_52702_1297.82_1300.74.wav,2.9200000000000728,點知{普連波}傻更更咁跟住講,male
447_1707171718_99306_438.86_442.04,./mdcc/dataset/audio/447_1707171718_99306_438.86_442.04.wav,3.180000000000007,狗同主人往往都好相似,male
447_1707101455_23945_100.86_104.26,./mdcc/dataset/audio/447_1707101455_23945_100.86_104.26.wav,3.4000000000000057,我居住㗎係全城最舊嘅地區,male
447_1804261541_51466_901.49_906.28,./mdcc/dataset/audio/447_1804261541_51466_901.49_906.28.wav,4.789999999999964,但係喺一九三四年嘅一張自拍照之中,female
447_2105311709_71771_4800.35_4805.04,./mdcc/dataset/audio/447_2105311709_71771_4800.35_4805.04.wav,4.6899999999996,我喺香港人的身份認同和價值觀一書裏邊曾經講過,male
447_1706131232_17222_616.46_618.74,./mdcc/dataset/audio/447_1706131232_17222_616.46_618.74.wav,2.2799999999999727,同時背靠一間大學,female
447_1708011255_35688_184.52_185.76,./mdcc/dataset/audio/447_1708011255_35688_184.52_185.76.wav,1.239999999999981,突然想嘔,male
447_2105311714_21613_413.96_416.41,./mdcc/dataset/audio/447_2105311714_21613_413.96_416.41.wav,2.450000000000045,二十場就係二十萬人,male
447_1807161528_28655_733.84_741.57983,./mdcc/dataset/audio/447_1807161528_28655_733.84_741.57983.wav,7.739829999999984,祖父將嗰隻小豬抱返屋企用黃泥包起嚟放喺灶坑嗰度燒燒完之後就畀我食喇,female
447_2012211629_64656_4374.08_4376.18,./mdcc/dataset/audio/447_2012211629_64656_4374.08_4376.18.wav,2.100000000000364,媽媽將報紙收返起,male
447_1711162135_75594_450.32_454.2,./mdcc/dataset/audio/447_1711162135_75594_450.32_454.2.wav,3.879999999999996,於是變成咗四大金剛懸空八隻腳喇,male
447_1807161528_30143_654.04_655.1,./mdcc/dataset/audio/447_1807161528_30143_654.04_655.1.wav,1.0600000000000591,我問祖父,female
447_1711171203_91805_243.46_244.12,./mdcc/dataset/audio/447_1711171203_91805_243.46_244.12.wav,0.6599999999999966,啊,male
447_1711171106_61214_29.9_31.3,./mdcc/dataset/audio/447_1711171106_61214_29.9_31.3.wav,1.400000000000002,有聲好書,male
447_1810221351_43210_557.04_558.07,./mdcc/dataset/audio/447_1810221351_43210_557.04_558.07.wav,1.0300000000000864,喺旅途之中,male
447_1709011939_32409_1375.22_1378.78,./mdcc/dataset/audio/447_1709011939_32409_1375.22_1378.78.wav,3.559999999999945,佢何時親手何時假手,male
447_1709011939_75569_1174.60001_1175.94,./mdcc/dataset/audio/447_1709011939_75569_1174.60001_1175.94.wav,1.3399899999999434,倒睇得唔少,male
