file_name,original_path,inference_path,ground_truth,original_transcript_raw,inference_transcript_raw,original_transcript,inference_transcript,utmos,pesq,stoi,speaker_similarity
common_voice_zh-TW_19485265,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19485265.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec-S/50HZ/2K/commonvoice/noise/common_voice_zh-TW_19485265_inference.wav,大家都以为自己才是对的,大家都以为自己才是对的,他都以为出机区还是对的,大家都以为自己才是对的,他都以为出机区还是对的,2.4110875129699707,1.1115528345108032,0.6909145982323016,0.23034432530403137
common_voice_zh-TW_19485305,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19485305.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec-S/50HZ/2K/commonvoice/noise/common_voice_zh-TW_19485305_inference.wav,坚持理念，逐渐站稳脚步,堅持理念逐漸站穩腳步,我正在认识的年轻青春的男人,坚持理念逐渐站稳脚步,我正在认识的年轻青春的男人,2.0729990005493164,1.1203515529632568,0.6592693675124154,0.18938091397285461
common_voice_zh-TW_19485275,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19485275.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec-S/50HZ/2K/commonvoice/noise/common_voice_zh-TW_19485275_inference.wav,更蕴含极高的商业价值,更蘊含極高的商業價值,跟人家盤子一票就算了也這樣子,更蕴含极高的商业价值,跟人家盘子一票就算了也这样子,2.142345428466797,1.1230010986328125,0.6813510930960365,0.3884405493736267
common_voice_zh-TW_19485323,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19485323.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec-S/50HZ/2K/commonvoice/noise/common_voice_zh-TW_19485323_inference.wav,看到很废的文章的时候,看到很废的文章的时候,看到很废的文章的时候,看到很废的文章的时候,看到很废的文章的时候,1.9193984270095825,1.1054903268814087,0.662832749802048,0.47394388914108276
common_voice_zh-TW_19485322,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19485322.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec-S/50HZ/2K/commonvoice/noise/common_voice_zh-TW_19485322_inference.wav,指定建筑线之现有巷道,指定建筑线之线有相当,这天天主先知 先知相得了,指定建筑线之线有相当,这天天主先知先知相得了,2.588705062866211,1.049889326095581,0.5689906682322988,0.45602431893348694
common_voice_zh-TW_19485273,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19485273.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec-S/50HZ/2K/commonvoice/noise/common_voice_zh-TW_19485273_inference.wav,这一百万花不完，今晚不准回家,這一百萬花不完 今晚不准回家,這裡表達到八個文 英文很不濟,这一百万花不完今晚不准回家,这里表达到八个文英文很不济,2.2996010780334473,1.0983959436416626,0.6524071486015339,0.4655512571334839
common_voice_zh-TW_19485300,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19485300.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec-S/50HZ/2K/commonvoice/noise/common_voice_zh-TW_19485300_inference.wav,集中力量，以维持国际和平及安全,集中力量以维持国际和平及安全,其中一段我认为是和其他人有关的,集中力量以维持国际和平及安全,其中一段我认为是和其他人有关的,1.6837248802185059,1.079994559288025,0.5686627662697108,0.1882062554359436
common_voice_zh-TW_18374965,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18374965.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec-S/50HZ/2K/commonvoice/noise/common_voice_zh-TW_18374965_inference.wav,其实我们都有做了,其實我們都有做了,其實我們保有過,其实我们都有做了,其实我们保有过,2.4844255447387695,1.2575024366378784,0.46233961920248007,0.37181591987609863
common_voice_zh-TW_18374909,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18374909.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec-S/50HZ/2K/commonvoice/noise/common_voice_zh-TW_18374909_inference.wav,在艺术评价上颇高,在一速平价上火高,在一說評價上,在一速平价上火高,在一说评价上,2.140502452850342,1.1846524477005005,0.44550885341346685,0.4485398828983307
common_voice_zh-TW_18374826,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18374826.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec-S/50HZ/2K/commonvoice/noise/common_voice_zh-TW_18374826_inference.wav,都已完成沟通协调,都已完成溝通協調,"肉依完成,肉丼卸掉",都已完成沟通协调,"肉依完成,肉丼卸掉",2.5960216522216797,1.1443809270858765,0.559123218390141,0.4414221942424774
