file_name,original_path,inference_path,ground_truth,original_transcript_raw,inference_transcript_raw,original_transcript,inference_transcript,utmos,pesq,stoi,speaker_similarity,original_cer,inference_cer,dcer
common_voice_zh-TW_19485265,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19485265.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/noise/common_voice_zh-TW_19485265_inference.wav,大家都以为自己才是对的,大家都以为自己才是对的,但他都以為了我們自己才是對的,大家都以为自己才是对的,但他都以为了我们自己才是对的,1.697219967842102,1.0481386184692385,0.0937067740652327,0.0193451456725597,0.0,0.45454545454545453,0.45454545454545453
common_voice_zh-TW_19485305,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19485305.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/noise/common_voice_zh-TW_19485305_inference.wav,坚持理念，逐渐站稳脚步,堅持理念逐漸站穩腳步,真正的念头在咱们在我们的,坚持理念逐渐站稳脚步,真正的念头在咱们在我们的,2.169949769973755,1.023350954055786,0.1514459674546735,-0.0318793021142482,0.09090909090909091,1.0,0.9090909090909091
common_voice_zh-TW_19485275,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19485275.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/noise/common_voice_zh-TW_19485275_inference.wav,更蕴含极高的商业价值,更蘊含極高的商業價值,革命很盡頭的上面的塔子,更蕴含极高的商业价值,革命很尽头的上面的塔子,1.7498300075531006,1.0317065715789795,0.1449285305767274,0.0441761501133441,0.0,1.0,1.0
common_voice_zh-TW_19485323,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19485323.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/noise/common_voice_zh-TW_19485323_inference.wav,看到很废的文章的时候,看到很废的文章的时候,还能很费力的用力去做,看到很废的文章的时候,还能很费力的用力去做,2.2875118255615234,1.0413548946380615,0.1650167664998951,0.1237319260835647,0.0,0.9,0.9
common_voice_zh-TW_19485322,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19485322.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/noise/common_voice_zh-TW_19485322_inference.wav,指定建筑线之现有巷道,指定建筑线之线有相当,是定金属性之限的上漏,指定建筑线之线有相当,是定金属性之限的上漏,2.5882272720336914,1.0232820510864258,-0.0082573423596274,0.1212998181581497,0.3,0.8,0.5
common_voice_zh-TW_19485273,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19485273.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/noise/common_voice_zh-TW_19485273_inference.wav,这一百万花不完，今晚不准回家,這一百萬花不完 今晚不准回家,最大51英文部族的大行,这一百万花不完今晚不准回家,最大51英文部族的大行,2.199392318725586,1.043310046195984,0.1288163295757672,0.1143088638782501,0.07142857142857142,1.0,0.9285714285714286
common_voice_zh-TW_19485300,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19485300.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/noise/common_voice_zh-TW_19485300_inference.wav,集中力量，以维持国际和平及安全,集中力量以维持国际和平及安全,这段里南人问从何后的很遥远的,集中力量以维持国际和平及安全,这段里南人问从何后的很遥远的,1.9986903667449951,1.0344078540802002,0.1041292167453837,-0.0079655144363641,0.06666666666666667,1.0,0.9333333333333333
common_voice_zh-TW_18374965,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18374965.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/noise/common_voice_zh-TW_18374965_inference.wav,其实我们都有做了,其實我們都有做了,其实我们都有过的,其实我们都有做了,其实我们都有过的,1.956458330154419,1.0463318824768066,0.0841634259811626,0.0829464346170425,0.0,0.25,0.25
common_voice_zh-TW_18374909,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18374909.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/noise/common_voice_zh-TW_18374909_inference.wav,在艺术评价上颇高,在一速平价上火高,在你所听的要赞不放,在一速平价上火高,在你所听的要赞不放,1.5931012630462646,1.042191982269287,0.1391015672082614,0.0634571090340614,0.5,1.0,0.5
common_voice_zh-TW_18374826,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18374826.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/noise/common_voice_zh-TW_18374826_inference.wav,都已完成沟通协调,都已完成溝通協調,都已完善 后方皆要,都已完成沟通协调,都已完善后方皆要,1.6425957679748535,1.0413894653320312,0.1167949839888791,0.0679125189781189,0.0,0.625,0.625
