speaker_id1,speaker_id2,file1,file2,similarity
0bed2a7a7baae8743bcbd2397300b84d9244ce4ac727db0136c203d32b73dc4a77ff30db91e6af91e790b633c41bc5eba9bb3653243b8de866b70797e4c05004,6b1ed66b84a1042161a15b0aa85debef3bb12cfd5feb8f910b03ce787012f7b091f8819b7d89d14ecf9baa0fe8b34dae7215c9503d33e1d267649f3eb7583a21,/mnt/Internal/ASR/./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26659271.mp3,/mnt/Internal/ASR/./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_17382870.mp3,0.31527311770064537
0bed2a7a7baae8743bcbd2397300b84d9244ce4ac727db0136c203d32b73dc4a77ff30db91e6af91e790b633c41bc5eba9bb3653243b8de866b70797e4c05004,3df1d2bc8a49b180badd2fac78fc663453053010f7cf5e2e850cb1c2b42803a2361210dcd1f0b3bc411a5c6ff054232a4b3a0ef298a8556a21dfb8eb9896f837,/mnt/Internal/ASR/./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26659271.mp3,/mnt/Internal/ASR/./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30162576.mp3,0.2857945652062799
0bed2a7a7baae8743bcbd2397300b84d9244ce4ac727db0136c203d32b73dc4a77ff30db91e6af91e790b633c41bc5eba9bb3653243b8de866b70797e4c05004,d070d9ecfc174f7f1574055ebad0bf9b5264318edd586b465410cef1f2f499481439fbabcc5a4394833fed6822e60a592d9831af6a288af465b205fdaf11a457,/mnt/Internal/ASR/./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26659271.mp3,/mnt/Internal/ASR/./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22787227.mp3,0.17645698860052406
0bed2a7a7baae8743bcbd2397300b84d9244ce4ac727db0136c203d32b73dc4a77ff30db91e6af91e790b633c41bc5eba9bb3653243b8de866b70797e4c05004,51c32d4df63652084d1c3270c5caf630afe4b9e39f2b91f3c8775e86a1fc60bc70d6827d549c9abd23effaa02e49c49889bf33b075a3f70b7201f62afaa102bf,/mnt/Internal/ASR/./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26659271.mp3,/mnt/Internal/ASR/./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31393916.mp3,0.08615671263218228
0bed2a7a7baae8743bcbd2397300b84d9244ce4ac727db0136c203d32b73dc4a77ff30db91e6af91e790b633c41bc5eba9bb3653243b8de866b70797e4c05004,377fcda5b3bde518c81a03e20ca91674c967e3c54d99b97902b055c8fa06e7c4750777129eb23abe587ac2c330c5a22b673b9de879c83b3409c38af06776e082,/mnt/Internal/ASR/./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26659271.mp3,/mnt/Internal/ASR/./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_17426417.mp3,0.3748131218914571
d3aa6faaef59c2e1c04280a64f7f1c22c43dcac14f0d92747b5e59e5981f80aef16306c010d5db5dc454396b8f113c1f5d161b506eb9a407e27b4e9254a48340,cf5f8f95f735f8196ba51f6e18970887b5c766ea6da465e56052f4e1c97f21b7885eabd94bacfe72094a03f623f3d7d1a9deb35e61cc8d85e35ff53c36b9c47d,/mnt/Internal/ASR/./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26845552.mp3,/mnt/Internal/ASR/./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31314012.mp3,0.13593952741520388
d3aa6faaef59c2e1c04280a64f7f1c22c43dcac14f0d92747b5e59e5981f80aef16306c010d5db5dc454396b8f113c1f5d161b506eb9a407e27b4e9254a48340,277be92994a6a40c6d93615cb78ec76914af364c22dd8651e6a8eb2eab06188cf57d93151931d0659fed9fe2d566be3a3470038f75b641df430451c47d5962eb,/mnt/Internal/ASR/./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26845552.mp3,/mnt/Internal/ASR/./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_25001048.mp3,0.06268462378699535
d3aa6faaef59c2e1c04280a64f7f1c22c43dcac14f0d92747b5e59e5981f80aef16306c010d5db5dc454396b8f113c1f5d161b506eb9a407e27b4e9254a48340,9a53ba0f860d523e57d36cc7d2297416e0168dffaf95ed4099fb0eead4446761807ebfff8bfd830b1ab946bfd826885f018ecf7a7af0d44ef9c6af10fe7d1f5a,/mnt/Internal/ASR/./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26845552.mp3,/mnt/Internal/ASR/./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_20738169.mp3,0.06671007266331452
d3aa6faaef59c2e1c04280a64f7f1c22c43dcac14f0d92747b5e59e5981f80aef16306c010d5db5dc454396b8f113c1f5d161b506eb9a407e27b4e9254a48340,7e0e0e302729693994d23cd8963a080dbd9160a0a1b1dc82e8c854abd5a16c8dbe4c0f900ed66bd5ff23a4533873084d072ed5f39b24eef133e5b9148b32e932,/mnt/Internal/ASR/./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26845552.mp3,/mnt/Internal/ASR/./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22377068.mp3,0.16421464260964935
d3aa6faaef59c2e1c04280a64f7f1c22c43dcac14f0d92747b5e59e5981f80aef16306c010d5db5dc454396b8f113c1f5d161b506eb9a407e27b4e9254a48340,784a6e97b6d7d9a3997b1645f593758c8db2ca3f32e2a01f94eab8192a29fe9eef7f87c0b9ebee52e90d642a701b0354701d24566df656859b99d9370b3caaf7,/mnt/Internal/ASR/./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26845552.mp3,/mnt/Internal/ASR/./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19243455.mp3,0.2051373725082889
