file_name,original_path,inference_path,ground_truth,original_transcript_raw,inference_transcript_raw,original_transcript,inference_transcript,utmos,pesq,stoi,speaker_similarity,original_cer,inference_cer,dcer
common_voice_zh-TW_19485265,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19485265.mp3,/mnt/Internal/jieshiang/Inference_Result/NanoCodec/12.5Hz_2k/commonvoice/noise/common_voice_zh-TW_19485265_inference.wav,大家都以为自己才是对的,大家都以为自己才是对的,大家都以为自己才是对的,大家都以为自己才是对的,大家都以为自己才是对的,1.5476456880569458,1.0743831396102903,0.1087305646645162,0.0777412578463554,0.0,0.0,0.0
common_voice_zh-TW_19485305,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19485305.mp3,/mnt/Internal/jieshiang/Inference_Result/NanoCodec/12.5Hz_2k/commonvoice/noise/common_voice_zh-TW_19485305_inference.wav,坚持理念，逐渐站稳脚步,堅持理念逐漸站穩腳步,矜持理念逐漸站穩腳步,坚持理念逐渐站稳脚步,矜持理念逐渐站稳脚步,2.044640302658081,1.0220403671264648,0.1066311497579437,0.0444478094577789,0.09090909090909091,0.18181818181818182,0.09090909090909091
common_voice_zh-TW_19485275,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19485275.mp3,/mnt/Internal/jieshiang/Inference_Result/NanoCodec/12.5Hz_2k/commonvoice/noise/common_voice_zh-TW_19485275_inference.wav,更蕴含极高的商业价值,更蘊含極高的商業價值,更云含极高的商业价值,更蕴含极高的商业价值,更云含极高的商业价值,1.5444419384002686,1.0757873058319092,0.108150273174718,0.1050760224461555,0.0,0.1,0.1
common_voice_zh-TW_19485323,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19485323.mp3,/mnt/Internal/jieshiang/Inference_Result/NanoCodec/12.5Hz_2k/commonvoice/noise/common_voice_zh-TW_19485323_inference.wav,看到很废的文章的时候,看到很废的文章的时候,看到很廢的文章的時候,看到很废的文章的时候,看到很废的文章的时候,2.134686231613159,1.034285068511963,0.2331572705784459,0.1237694397568702,0.0,0.0,0.0
common_voice_zh-TW_19485322,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19485322.mp3,/mnt/Internal/jieshiang/Inference_Result/NanoCodec/12.5Hz_2k/commonvoice/noise/common_voice_zh-TW_19485322_inference.wav,指定建筑线之现有巷道,指定建筑线之线有相当,指定建築线之后线有相当,指定建筑线之线有相当,指定建筑线之后线有相当,2.327677726745605,1.0252903699874878,0.0336763069900012,0.1200910955667495,0.3,0.4,0.10000000000000003
common_voice_zh-TW_19485273,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19485273.mp3,/mnt/Internal/jieshiang/Inference_Result/NanoCodec/12.5Hz_2k/commonvoice/noise/common_voice_zh-TW_19485273_inference.wav,这一百万花不完，今晚不准回家,這一百萬花不完 今晚不准回家,這一百萬花不完 今晚不准回家,这一百万花不完今晚不准回家,这一百万花不完今晚不准回家,1.6828213930130005,1.0518897771835327,0.1391503630728672,0.2592634856700897,0.07142857142857142,0.07142857142857142,0.0
common_voice_zh-TW_19485300,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19485300.mp3,/mnt/Internal/jieshiang/Inference_Result/NanoCodec/12.5Hz_2k/commonvoice/noise/common_voice_zh-TW_19485300_inference.wav,集中力量，以维持国际和平及安全,集中力量以维持国际和平及安全,集中力量以维持国际和平及安全,集中力量以维持国际和平及安全,集中力量以维持国际和平及安全,1.3044116497039795,1.0238839387893677,0.0961013636970627,0.0026220160070806,0.06666666666666667,0.06666666666666667,0.0
common_voice_zh-TW_18374965,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18374965.mp3,/mnt/Internal/jieshiang/Inference_Result/NanoCodec/12.5Hz_2k/commonvoice/noise/common_voice_zh-TW_18374965_inference.wav,其实我们都有做了,其實我們都有做了,其實我們都有做了,其实我们都有做了,其实我们都有做了,2.4354076385498047,1.07074236869812,0.0677229004035658,0.1983317136764526,0.0,0.0,0.0
common_voice_zh-TW_18374909,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18374909.mp3,/mnt/Internal/jieshiang/Inference_Result/NanoCodec/12.5Hz_2k/commonvoice/noise/common_voice_zh-TW_18374909_inference.wav,在艺术评价上颇高,在一速平价上火高,在一速评价上博高,在一速平价上火高,在一速评价上博高,1.812746524810791,1.0337566137313845,0.0918173842247555,0.21104297041893,0.5,0.375,-0.125
common_voice_zh-TW_18374826,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18374826.mp3,/mnt/Internal/jieshiang/Inference_Result/NanoCodec/12.5Hz_2k/commonvoice/noise/common_voice_zh-TW_18374826_inference.wav,都已完成沟通协调,都已完成溝通協調,都已完成溝通協調,都已完成沟通协调,都已完成沟通协调,2.1514711380004883,1.0367000102996826,0.0630431205485012,0.1623726189136505,0.0,0.0,0.0
