file_name,original_path,inference_path,ground_truth,original_transcript_raw,original_transcript,inference_transcript_raw,inference_transcript,original_cer,inference_cer,dcer,utmos,pesq,stoi
common_voice_zh-TW_30162459,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30162459.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_recon/common_voice_zh-TW_30162459_inference.wav,高雄市公车五甲干线,高雄市公車五甲幹線,高雄市公車五甲幹線,高手是紅色人甲派的線,高手是紅色人甲派的線,0.3333333333333333,0.8888888888888888,0.5555555555555556,3.137779235839844,1.1297056674957275,0.5923046906098423
common_voice_zh-TW_24477793,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24477793.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_recon/common_voice_zh-TW_24477793_inference.wav,肉！很多肉！,"肉,很多肉。",肉很多肉,肉很多肉,肉很多肉,0.0,0.0,0.0,2.4285225868225098,1.2047739028930664,0.5933402455366138
common_voice_zh-TW_24478020,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24478020.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_recon/common_voice_zh-TW_24478020_inference.wav,大家爱转传,大家愛轉傳,大家愛轉傳,大家爱赚纯,大家爱赚纯,0.6,0.4,-0.1999999999999999,3.1448724269866943,1.3531482219696045,0.6927089529182752
common_voice_zh-TW_25342071,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_25342071.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_recon/common_voice_zh-TW_25342071_inference.wav,结果很平和,结果很平和,结果很平和,CB1110,,0.0,1.0,1.0,3.260401725769043,1.5672180652618408,0.3580042550481822
common_voice_zh-TW_20748925,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_20748925.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_recon/common_voice_zh-TW_20748925_inference.wav,英文数字请尽量转为中文,英文数字请尽量转为中文,英文数字请尽量转为中文,英文数字请尽量找回中文,英文数字请尽量找回中文,0.0,0.1818181818181818,0.1818181818181818,2.902935743331909,1.2989587783813477,0.6604439252357099
common_voice_zh-TW_21308865,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_21308865.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_recon/common_voice_zh-TW_21308865_inference.wav,我们需要更多的废文和聊天内容,我们需要更多的绯闻和聊天内容,我们需要更多的绯闻和聊天内容,我不是要判断绯闻和调停内容,我不是要判断绯闻和调停内容,0.1428571428571428,0.6428571428571429,0.5,3.826916217803955,1.2616547346115112,0.6818979366259807
common_voice_zh-TW_22787705,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22787705.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_recon/common_voice_zh-TW_22787705_inference.wav,目前先将满意度的部分,目前先将满意度的部分,目前先将满意度的部分,末世人将来拟度的福分,末世人将来拟度的福分,0.0,0.6,0.6,3.3819501399993896,1.5683627128601074,0.4715440372811026
common_voice_zh-TW_19601564,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19601564.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_recon/common_voice_zh-TW_19601564_inference.wav,维基百科现在放的人类身高,为几百颗现在放的人类升高,为几百颗现在放的人类升高,"来提摆, 口线在哪里, 来什么高",来提摆口线在哪里来什么高,0.3333333333333333,0.8333333333333334,0.5,3.181718587875366,1.1266969442367554,0.6398243888121281
common_voice_zh-TW_22288212,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22288212.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_recon/common_voice_zh-TW_22288212_inference.wav,让女人的家人满意,让女人的家人满意,让女人的家人满意,當女人的家人滿溢,當女人的家人滿溢,0.0,0.375,0.375,3.09470534324646,1.503935694694519,0.7151850111562003
common_voice_zh-TW_22771206,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22771206.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_recon/common_voice_zh-TW_22771206_inference.wav,要改的事太多了，那就改天吧,"要改的事太多了,那就改天吧。",要改的事太多了那就改天吧,"要改的是太多了,那得改天吧",要改的是太多了那得改天吧,0.0,0.1666666666666666,0.1666666666666666,4.059650897979736,1.4388957023620603,0.7248793861394979
common_voice_zh-TW_31065246,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31065246.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_recon/common_voice_zh-TW_31065246_inference.wav,十多年前台北车站改变结构,十多年前台北车站改变结构,十多年前台北车站改变结构,十多年前台北车站改变之后,十多年前台北车站改变之后,0.0,0.1666666666666666,0.1666666666666666,2.356903314590454,1.3471956253051758,0.6774898949120643
