file_name,original_path,inference_path,ground_truth,original_transcript_raw,inference_transcript_raw,original_transcript,inference_transcript,utmos,pesq,stoi,speaker_similarity,original_cer,inference_cer,dcer
common_voice_zh-TW_26659271,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26659271.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/common_voice_zh-TW_26659271_inference.wav,两湖盆地是长江流域的心脏要地,兩湖盆地是長江流域的心臟藥地,娘胡恒弟是常江流域的新淡漾弟,两湖盆地是长江流域的心脏药地,娘胡恒弟是常江流域的新淡漾弟,2.8966379165649414,1.095309853553772,0.1823124522017369,0.1658954471349716,0.07142857142857142,0.6428571428571429,0.5714285714285715
common_voice_zh-TW_26845552,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26845552.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/common_voice_zh-TW_26845552_inference.wav,选举公报的格式,选举公报的格式,选举奔放的格式,选举公报的格式,选举奔放的格式,2.412278175354004,1.126141905784607,0.1164858356084988,0.2254776954650879,0.0,0.2857142857142857,0.2857142857142857
common_voice_zh-TW_35101245,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_35101245.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/common_voice_zh-TW_35101245_inference.wav,照片会存入云端硬碟,照片会存入云端硬碟,都为了为此认定,照片会存入云端硬碟,都为了为此认定,1.9565691947937007,1.8678855895996092,0.2155599276993318,0.6477137207984924,0.0,1.0,1.0
common_voice_zh-TW_24477678,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24477678.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/common_voice_zh-TW_24477678_inference.wav,冲突升高,冲突升高,冲突山道,冲突升高,冲突山道,3.809049844741821,1.9493954181671145,0.1373504606767911,0.4123320579528808,0.0,0.5,0.5
common_voice_zh-TW_27420342,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27420342.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/common_voice_zh-TW_27420342_inference.wav,经过造山运动,经过造山运动,今天不如照相言,经过造山运动,今天不如照相言,2.401788711547852,1.23247492313385,0.1291189777165017,0.2834278345108032,0.0,1.1666666666666667,1.1666666666666667
common_voice_zh-TW_21339092,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_21339092.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/common_voice_zh-TW_21339092_inference.wav,那如果把看到的转打字出来，就算可以了吗？,那如果把看到的转打字出来就算可以了吗?,那如果把看到的转导字出来就算可以了吗?,那如果把看到的转打字出来就算可以了吗?,那如果把看到的转导字出来就算可以了吗?,3.195038318634033,1.6257095336914062,0.0149906640704337,0.2609708607196808,0.1,0.15,0.04999999999999999
common_voice_zh-TW_28066581,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_28066581.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/common_voice_zh-TW_28066581_inference.wav,步骤的主要目的为何？,步骤的主要目的为何?,步骤的主要目的为何?,步骤的主要目的为何?,步骤的主要目的为何?,3.4882616996765137,1.2155026197433472,0.1059842254233025,0.3037687838077545,0.1,0.1,0.0
common_voice_zh-TW_19227247,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19227247.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/common_voice_zh-TW_19227247_inference.wav,请到登记处进行登记,请到登记处进行登记,请到单击出进行单击,请到登记处进行登记,请到单击出进行单击,2.9050426483154297,2.383208990097046,0.1131177118602838,0.1026369482278823,0.0,0.5555555555555556,0.5555555555555556
common_voice_zh-TW_19305960,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19305960.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/common_voice_zh-TW_19305960_inference.wav,也就是以此类推,也就是以此類推,我只是在那裡等了一天,也就是以此类推,我只是在那里等了一天,1.367953896522522,1.1419496536254885,-0.0602789809266565,0.3513470590114593,0.0,1.2857142857142858,1.2857142857142858
common_voice_zh-TW_22720959,/mnt/Internal/ASR/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22720959.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/common_voice_zh-TW_22720959_inference.wav,我的演说就要结束了,我的演說就要結束了,我的眼所見的阿子是誰呢?,我的演说就要结束了,我的眼所见的阿子是谁呢?,3.1695306301116943,1.1480768918991089,0.0400275124175964,0.1152381226420402,0.0,1.1111111111111112,1.1111111111111112
