file_name,file_path,duration,transcription,speaker_id,asr_result,cer,MOS_Quality,MOS_Naturalness,TER
train-000020169,./hokkien/train/train-000020169.mp3,2.4555,福州街,8f67bde7cd20d47f6606adad20070a79abf4a8c2926fc02dd1927f5b74dacdeac7119a8b3056f659d381323999dc1f938fc55f9b18df295a88836057881c0b6f,福州街,0.0,5.105669975280762,3.3959615230560303,0.0
train-000013236,./hokkien/train/train-000013236.mp3,2.7075,米粉羹,7f33d44897348d0b72c2372c9af55e4b49a214f2c806ad10be93f2bdf89cae765fa66883bdca60331106c4189fe3474f65e1724ae554c193808c59be674bd703,米粉羹,0.0,5.049239158630371,3.0298221111297607,0.0
train-000011775,./hokkien/train/train-000011775.mp3,2.3835,焦花,7f33d44897348d0b72c2372c9af55e4b49a214f2c806ad10be93f2bdf89cae765fa66883bdca60331106c4189fe3474f65e1724ae554c193808c59be674bd703,焦花,0.0,5.045894622802734,3.6205568313598633,0.0
train-000006586,./hokkien/train/train-000006586.mp3,3.1755,公館鄉,7f33d44897348d0b72c2372c9af55e4b49a214f2c806ad10be93f2bdf89cae765fa66883bdca60331106c4189fe3474f65e1724ae554c193808c59be674bd703,公館鄉,0.0,4.988101959228516,3.225761651992798,0.0
train-000004871,./hokkien/train/train-000004871.mp3,2.5275,番仔公館,7f33d44897348d0b72c2372c9af55e4b49a214f2c806ad10be93f2bdf89cae765fa66883bdca60331106c4189fe3474f65e1724ae554c193808c59be674bd703,番仔公館,0.0,4.986617565155029,2.8570189476013184,0.0
train-000004771,./hokkien/train/train-000004771.mp3,2.2755,倚欲,7f33d44897348d0b72c2372c9af55e4b49a214f2c806ad10be93f2bdf89cae765fa66883bdca60331106c4189fe3474f65e1724ae554c193808c59be674bd703,倚欲,0.0,4.98082447052002,3.810232639312744,0.0
train-000006171,./hokkien/train/train-000006171.mp3,3.5355,飛來飛去的火金姑,7f33d44897348d0b72c2372c9af55e4b49a214f2c806ad10be93f2bdf89cae765fa66883bdca60331106c4189fe3474f65e1724ae554c193808c59be674bd703,飛來飛去的火金姑,0.0,4.973459720611572,3.567556381225586,0.0
train-000008626,./hokkien/train/train-000008626.mp3,2.2035,薑水,7f33d44897348d0b72c2372c9af55e4b49a214f2c806ad10be93f2bdf89cae765fa66883bdca60331106c4189fe3474f65e1724ae554c193808c59be674bd703,薑水,0.0,4.972338676452637,3.1729862689971924,0.0
train-000029331,./hokkien/train/train-000029331.mp3,3.0837,臺灣海峽,e92aa4bcf26710b72b92360910401294f6e89c251ae459853cb9bd01816de2223f24442d3af4df242044464311a9cc25a518aa7357d8f5a0cc1df2e3b958fe2e,臺灣海峽,0.0,4.969253063201904,3.192270040512085,0.0
train-000004959,./hokkien/train/train-000004959.mp3,4.0755,少年人愛較有志氣咧,7f33d44897348d0b72c2372c9af55e4b49a214f2c806ad10be93f2bdf89cae765fa66883bdca60331106c4189fe3474f65e1724ae554c193808c59be674bd703,少年人愛較有志氣咧,0.0,4.9683685302734375,4.0329670906066895,0.0
