file_name,file_path,duration,transcription,speaker_id,asr_result,cer,MOS_Quality,MOS_Naturalness,TER
test-000000104,./hokkien/test/test-000000104.mp3,4.3275,看著就敢若有淡薄仔歪斜,66aad5188b1a045e3664c6c62eff8d9d657d1e0cb53eba9311fcbbe74cbb28b57b6ac1dd89226e3ff170a6437bbd62184e9d9cb70996856666670b0d93ece8cc,看著就感到有擔無仔挖掣,0.5454545454545454,3.9759151935577393,3.427354097366333,0.3636363636363636
test-000000129,./hokkien/test/test-000000129.mp3,3.2475,扛棺柴兼貿哭,6ec262e6fbdc0c017e41e95b932aeadf5c618584621b0846a3ae44703f3f7f7a5eec1eb20be8b7409fdaf40a2528cd9996638368d3bc3f343b98d26e63bb68f2,更寡柴柴兼毛口,0.8333333333333334,3.158867597579956,2.276089906692505,0.5
test-000000223,./hokkien/test/test-000000223.mp3,4.9035,這帖藥仔會用得去傷解鬱,6ec262e6fbdc0c017e41e95b932aeadf5c618584621b0846a3ae44703f3f7f7a5eec1eb20be8b7409fdaf40a2528cd9996638368d3bc3f343b98d26e63bb68f2,這帖藥仔會用得去傷解鬱,0.0,3.2346668243408203,2.671247959136963,0.0
test-000000263,./hokkien/test/test-000000263.mp3,3.5355,一丈槌無留三尺後,64018a4c52c167912f6eb10d451155413420b48897525e5f14016c77e91073ee37a93dd5568ef3b27b28a8b725ea2036b53155b122a6b740382a27837bd31d7e,這頓堆無路三處歐,0.75,3.781169176101685,2.5413646697998047,0.625
test-000000291,./hokkien/test/test-000000291.mp3,3.8955,濟新婦逆死大家,8c4a30530366c24080fe985b3a38959b60d594c29d822d780a8ff483f18f8bb8410b1149fa893d0c1df74c2b29ad19471caaf080dcea4ffa9a1bc4fea7e7625a,做心肺激死焦雞,0.8571428571428571,2.31320595741272,2.486356258392334,0.2857142857142857
train-000000017,./hokkien/train/train-000000017.mp3,2.9955,基督教青年會,64018a4c52c167912f6eb10d451155413420b48897525e5f14016c77e91073ee37a93dd5568ef3b27b28a8b725ea2036b53155b122a6b740382a27837bd31d7e,基督教清靈花,0.5,2.562628507614136,2.244521141052246,0.0
train-000000018,./hokkien/train/train-000000018.mp3,3.4635,金錢毋是萬能的,64018a4c52c167912f6eb10d451155413420b48897525e5f14016c77e91073ee37a93dd5568ef3b27b28a8b725ea2036b53155b122a6b740382a27837bd31d7e,金錢毋是萬靈的,0.1428571428571428,4.411586761474609,3.4496278762817383,0.0
train-000000025,./hokkien/train/train-000000025.mp3,5.8197,勸君惜取少年時,e92aa4bcf26710b72b92360910401294f6e89c251ae459853cb9bd01816de2223f24442d3af4df242044464311a9cc25a518aa7357d8f5a0cc1df2e3b958fe2e,抗冠秀厝小年時,0.7142857142857143,4.605748176574707,3.079899787902832,0.1428571428571428
train-000000043,./hokkien/train/train-000000043.mp3,3.7875,伊的面看著譀浡譀浡,6ec262e6fbdc0c017e41e95b932aeadf5c618584621b0846a3ae44703f3f7f7a5eec1eb20be8b7409fdaf40a2528cd9996638368d3bc3f343b98d26e63bb68f2,伊的面看著看著漢浮漢浮,0.6666666666666666,2.4589011669158936,2.989061117172241,0.2222222222222222
train-000000063,./hokkien/train/train-000000063.mp3,4.6875,目前上無有二十八人不幸死亡,2ea98c9eb80658bc400432964cb1efa9577140f8073dede3b3c630a3930bcade7fe745bb0e58e46c4a18fbd17a9a5e2ea66654a42a9f3007110ea5e18530e856,無前上無尾有二十八人不肯施夢,0.3846153846153846,2.6864001750946045,2.433906078338623,0.3076923076923077
train-000000092,./hokkien/train/train-000000092.mp3,3.8955,金厝頭銀厝角,8f67bde7cd20d47f6606adad20070a79abf4a8c2926fc02dd1927f5b74dacdeac7119a8b3056f659d381323999dc1f938fc55f9b18df295a88836057881c0b6f,金鼠頭，雲鼠角,0.5,4.383047103881836,3.4089889526367188,0.1666666666666666
train-000000114,./hokkien/train/train-000000114.mp3,3.4635,咸豐三，講到今,64018a4c52c167912f6eb10d451155413420b48897525e5f14016c77e91073ee37a93dd5568ef3b27b28a8b725ea2036b53155b122a6b740382a27837bd31d7e,涵風山，廣角島,1.0,2.775074243545532,2.3700270652771,0.5
train-000000115,./hokkien/train/train-000000115.mp3,4.1475,伊是一?無天良的人,6ec262e6fbdc0c017e41e95b932aeadf5c618584621b0846a3ae44703f3f7f7a5eec1eb20be8b7409fdaf40a2528cd9996638368d3bc3f343b98d26e63bb68f2,伊是一个無天龍的人,0.2222222222222222,4.035292625427246,2.370051860809326,0.125
train-000000130,./hokkien/train/train-000000130.mp3,2.9595,前氣毋接後氣,dee6c34e84cfcd75b751c7739c9a345bae0b25d1004439f4e8a836e4ae74f5f634481b3fc525c9fd094d8d368e94ef3354c611eef1e4b0cda5589dc370efe740,前氣毋知後氣,0.1666666666666666,3.6667516231536874,2.7794692516326904,0.1666666666666666
train-000000137,./hokkien/train/train-000000137.mp3,5.1357,為著感謝讀者的支持,a94764404fd3d2fef6668a69d1c3ed20e16381ac67954cdc4613c96b2a0d808c905bc8ae64acb6c69542626611425be1ae0504ce094c2cd0bfb9e3be74c07d7a,位著感想塗食下的脊植?,0.8888888888888888,3.687831163406372,3.24395489692688,0.4444444444444444
train-000000163,./hokkien/train/train-000000163.mp3,3.1755,講甲對同對同,8b3dc79165db04064400a8961f9015e45fd9c3414fb494f06c20eebf5ff6f50d74862e498571f3cecc0299d05c780153d7c124b1811040dea81adf472b8239cb,講甲對動對動,0.3333333333333333,2.1461453437805176,2.562585830688477,0.3333333333333333
train-000000177,./hokkien/train/train-000000177.mp3,2.4555,啥人教你按呢做的？,2507891e3095276a01bc63e92275fec617b51ea29e8cc022f603b80d868a3e8f8417b992db2d50f20128ffe1cd12d6997694fe1316087123a822e6e0a5935ad7,這人敢你按呢做的,0.25,3.5659520626068115,2.619262218475342,0.25
train-000000190,./hokkien/train/train-000000190.mp3,3.6435,這間厝裝潢了袂?,64018a4c52c167912f6eb10d451155413420b48897525e5f14016c77e91073ee37a93dd5568ef3b27b28a8b725ea2036b53155b122a6b740382a27837bd31d7e,這間厝莊風咧尾袂䆀,0.625,2.779226541519165,2.33853530883789,0.2857142857142857
train-000000194,./hokkien/train/train-000000194.mp3,4.5435,大人今我講實在啦,b214617862f124ce232ada40e89e9a74b5ef4a1e502ff9a34f5b0c2ed0fcc8073d0c1aed61c81c586acfb9dcc5aae555b59551cf5b99a9314e84c77ee22e76f1,大人踏我講實在啦,0.125,3.6541802883148193,2.3193299770355225,0.125
train-000000340,./hokkien/train/train-000000340.mp3,3.3555,你愛準備六塊飯碗才有夠,8c4a30530366c24080fe985b3a38959b60d594c29d822d780a8ff483f18f8bb8410b1149fa893d0c1df74c2b29ad19471caaf080dcea4ffa9a1bc4fea7e7625a,你愛準備六塊飯碗才有夠,0.0,2.897502183914185,1.6249603033065796,0.0
train-000000405,./hokkien/train/train-000000405.mp3,3.5877,葉石濤文學紀念館,8c4a30530366c24080fe985b3a38959b60d594c29d822d780a8ff483f18f8bb8410b1149fa893d0c1df74c2b29ad19471caaf080dcea4ffa9a1bc4fea7e7625a,葉錫嫂文學紀念館,0.25,3.965873718261719,3.414169788360596,0.125
