file_name,segment_length,num_segments,original_path,inference_path,ground_truth,original_transcript_raw,inference_transcript_raw,original_transcript,inference_transcript,original_wer,inference_wer,dwer,utmos,pesq,stoi
1089-134686-0000,2.0s,6,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/1089-134686-0000_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/1089-134686-0000_merged_inference.wav,HE HOPED THERE WOULD BE STEW FOR DINNER TURNIPS AND CARROTS AND BRUISED POTATOES AND FAT MUTTON PIECES TO BE LADLED OUT IN THICK PEPPERED FLOUR FATTENED SAUCE, he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce, he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,HE HOPED THERE WOULD BE STEW FOR DINNER TURNIPS AND CARROTS AND BRUISED POTATOES AND FAT MUTTON PIECES TO BE LADLED OUT IN THICK PEPPERED FLOUR FATTENED SAUCE,HE HOPED THERE WOULD BE STEW FOR DINNER TURNIPS AND CARROTS AND BRUISED POTATOES AND FAT MUTTON PIECES TO BE LADLED OUT IN THICK PEPPERED FLOUR FATTENED SAUCE,0.0,0.0,0.0,3.6089601516723633,1.6554749011993408,0.2223563815591349
1089-134686-0001,2.0s,2,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/1089-134686-0001_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/1089-134686-0001_merged_inference.wav,STUFF IT INTO YOU HIS BELLY COUNSELLED HIM," ""'Stuff it into you,' his belly counselled him."," ""'Stuff it into you.' His belly counseled him.",STUFF IT INTO YOU HIS BELLY COUNSELLED HIM,STUFF IT INTO YOU HIS BELLY COUNSELED HIM,0.0,0.125,0.125,3.508230209350586,1.557849645614624,0.742895513163183
1089-134686-0002,2.0s,4,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/1089-134686-0002_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/1089-134686-0002_merged_inference.wav,AFTER EARLY NIGHTFALL THE YELLOW LAMPS WOULD LIGHT UP HERE AND THERE THE SQUALID QUARTER OF THE BROTHELS, After early nightfall the yellow lamps would light up here and there the squalid quarter of the brothels., After early nightfall the yellow lamps would light up here and there the squalid quarter of the brothels.,AFTER EARLY NIGHTFALL THE YELLOW LAMPS WOULD LIGHT UP HERE AND THERE THE SQUALID QUARTER OF THE BROTHELS,AFTER EARLY NIGHTFALL THE YELLOW LAMPS WOULD LIGHT UP HERE AND THERE THE SQUALID QUARTER OF THE BROTHELS,0.0,0.0,0.0,3.972674608230591,1.4778051376342773,0.38189774577969365
1089-134686-0004,2.0s,3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/1089-134686-0004_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/1089-134686-0004_merged_inference.wav,NUMBER TEN FRESH NELLY IS WAITING ON YOU GOOD NIGHT HUSBAND," Number 10. Fresh Nelly is waiting on you. Good night, husband."," 10. Fresh Nelly is waiting on you. Good night, husband.",NUMBER 10 FRESH NELLY IS WAITING ON YOU GOOD NIGHT HUSBAND,10 FRESH NELLY IS WAITING ON YOU GOOD NIGHT HUSBAND,0.2727272727272727,0.9090909090909091,0.6363636363636364,3.9248719215393066,1.239415168762207,0.42334580673577865
1089-134686-0005,2.0s,5,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/1089-134686-0005_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/1089-134686-0005_merged_inference.wav,THE MUSIC CAME NEARER AND HE RECALLED THE WORDS THE WORDS OF SHELLEY'S FRAGMENT UPON THE MOON WANDERING COMPANIONLESS PALE FOR WEARINESS, the music came nearer and he recalled the words the words of shelley's fragment upon the moon wandering companionless pale for weariness, the music came nearer and he recalled the words the words of shelley's fragment upon the moon wandering companionless pale for weariness,THE MUSIC CAME NEARER AND HE RECALLED THE WORDS THE WORDS OF SHELLEYS FRAGMENT UPON THE MOON WANDERING COMPANIONLESS PALE FOR WEARINESS,THE MUSIC CAME NEARER AND HE RECALLED THE WORDS THE WORDS OF SHELLEYS FRAGMENT UPON THE MOON WANDERING COMPANIONLESS PALE FOR WEARINESS,0.0,0.0,0.0,4.065060615539551,1.5528098344802856,0.23829800499262282
1089-134686-0006,2.0s,6,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/1089-134686-0006_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/1089-134686-0006_merged_inference.wav,THE DULL LIGHT FELL MORE FAINTLY UPON THE PAGE WHEREON ANOTHER EQUATION BEGAN TO UNFOLD ITSELF SLOWLY AND TO SPREAD ABROAD ITS WIDENING TAIL, the dull light fell more faintly upon the page whereon another equation began to unfold itself slowly and to spread abroad its widening tail, the dull light fell more faintly upon the page whereon another equation began to unfold itself slowly and to spread abroad its widening tail,THE DULL LIGHT FELL MORE FAINTLY UPON THE PAGE WHEREON ANOTHER EQUATION BEGAN TO UNFOLD ITSELF SLOWLY AND TO SPREAD ABROAD ITS WIDENING TAIL,THE DULL LIGHT FELL MORE FAINTLY UPON THE PAGE WHEREON ANOTHER EQUATION BEGAN TO UNFOLD ITSELF SLOWLY AND TO SPREAD ABROAD ITS WIDENING TAIL,0.0,0.0,0.0,3.643446683883667,1.5211317539215088,0.29629831370640225
1089-134686-0007,2.0s,3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/1089-134686-0007_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/1089-134686-0007_merged_inference.wav,A COLD LUCID INDIFFERENCE REIGNED IN HIS SOUL," A cold, lucid indifference reigned in his soul."," A cold, lucid indifference reigned in his soul.",A COLD LUCID INDIFFERENCE REIGNED IN HIS SOUL,A COLD LUCID INDIFFERENCE REIGNED IN HIS SOUL,0.0,0.0,0.0,4.097653388977051,1.4886564016342163,0.5094786673153406
1089-134686-0008,2.0s,4,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/1089-134686-0008_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/1089-134686-0008_merged_inference.wav,THE CHAOS IN WHICH HIS ARDOUR EXTINGUISHED ITSELF WAS A COLD INDIFFERENT KNOWLEDGE OF HIMSELF," The chaos in which his ardor extinguished itself was a cold indifferent knowledge of himself,", The chaos in which his ardor extinguished itself was a cold indifferent knowledge of himself,THE CHAOS IN WHICH HIS ARDOR EXTINGUISHED ITSELF WAS A COLD INDIFFERENT KNOWLEDGE OF HIMSELF,THE CHAOS IN WHICH HIS ARDOR EXTINGUISHED ITSELF WAS A COLD INDIFFERENT KNOWLEDGE OF HIMSELF,0.06666666666666667,0.06666666666666667,0.0,3.987013578414917,1.4651836156845093,0.35799013885333264
1089-134686-0009,2.0s,6,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/1089-134686-0009_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/1089-134686-0009_merged_inference.wav,AT MOST BY AN ALMS GIVEN TO A BEGGAR WHOSE BLESSING HE FLED FROM HE MIGHT HOPE WEARILY TO WIN FOR HIMSELF SOME MEASURE OF ACTUAL GRACE," At most, by an alms given to a beggar whose blessing he fled from, he might hope wearily to win for himself some measure of actual grace.", at most by an alms given to a beggar whose blessing he fled from he might hope wearily to win for himself some measure of actual grace,AT MOST BY AN ALMS GIVEN TO A BEGGAR WHOSE BLESSING HE FLED FROM HE MIGHT HOPE WEARILY TO WIN FOR HIMSELF SOME MEASURE OF ACTUAL GRACE,AT MOST BY AN ALMS GIVEN TO A BEGGAR WHOSE BLESSING HE FLED FROM HE MIGHT HOPE WEARILY TO WIN FOR HIMSELF SOME MEASURE OF ACTUAL GRACE,0.0,0.0,0.0,3.846008539199829,1.4742157459259033,0.17272105117285033
1089-134686-0010,2.0s,3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/original/1089-134686-0010_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/librispeech_recon/merged/inference/1089-134686-0010_merged_inference.wav,WELL NOW ENNIS I DECLARE YOU HAVE A HEAD AND SO HAS MY STICK," ""'Well now, Ennis, I declare you have a head and so has my stick.'"," Well now, Ennis, I declare you have a head and so has my stick.",WELL NOW ENNIS I DECLARE YOU HAVE A HEAD AND SO HAS MY STICK,WELL NOW ENNIS I DECLARE YOU HAVE A HEAD AND SO HAS MY STICK,0.0,0.0,0.0,3.870239019393921,1.2191158533096313,0.440685206348667
