file_name,segment_length,num_segments,original_path,inference_path,ground_truth,original_transcript_raw,inference_transcript_raw,original_transcript,inference_transcript,original_wer,inference_wer,dwer,utmos,pesq,stoi
1089-134686-0000,0.5s,21,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/merged/original/1089-134686-0000_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/merged/inference/1089-134686-0000_merged_inference.wav,HE HOPED THERE WOULD BE STEW FOR DINNER TURNIPS AND CARROTS AND BRUISED POTATOES AND FAT MUTTON PIECES TO BE LADLED OUT IN THICK PEPPERED FLOUR FATTENED SAUCE, he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce, is,HE HOPED THERE WOULD BE STEW FOR DINNER TURNIPS AND CARROTS AND BRUISED POTATOES AND FAT MUTTON PIECES TO BE LADLED OUT IN THICK PEPPERED FLOUR FATTENED SAUCE,IS,0.0,1.0,1.0,1.2330927848815918,1.044621229171753,0.17438341707927166
1089-134686-0001,0.5s,7,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/merged/original/1089-134686-0001_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/merged/inference/1089-134686-0001_merged_inference.wav,STUFF IT INTO YOU HIS BELLY COUNSELLED HIM," ""'Stuff it into you,' his belly counselled him.", to draw them to me for a little help.,STUFF IT INTO YOU HIS BELLY COUNSELLED HIM,TO DRAW THEM TO ME FOR A LITTLE HELP,0.0,1.0,1.0,1.2433756589889526,1.0492995977401733,0.11815417383662764
1089-134686-0002,0.5s,14,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/merged/original/1089-134686-0002_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/merged/inference/1089-134686-0002_merged_inference.wav,AFTER EARLY NIGHTFALL THE YELLOW LAMPS WOULD LIGHT UP HERE AND THERE THE SQUALID QUARTER OF THE BROTHELS, After early nightfall the yellow lamps would light up here and there the squalid quarter of the brothels., I'm sorry.,AFTER EARLY NIGHTFALL THE YELLOW LAMPS WOULD LIGHT UP HERE AND THERE THE SQUALID QUARTER OF THE BROTHELS,IM SORRY,0.0,1.0,1.0,1.2329515218734741,1.0376074314117432,0.12109700375951553
1089-134686-0004,0.5s,11,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/merged/original/1089-134686-0004_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/merged/inference/1089-134686-0004_merged_inference.wav,NUMBER TEN FRESH NELLY IS WAITING ON YOU GOOD NIGHT HUSBAND," Number 10. Fresh Nelly is waiting on you. Good night, husband.", Fuck.,NUMBER 10 FRESH NELLY IS WAITING ON YOU GOOD NIGHT HUSBAND,FUCK,0.2727272727272727,1.0,0.7272727272727273,1.2380908727645874,1.0403181314468384,0.266112202209061
1089-134686-0005,0.5s,20,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/merged/original/1089-134686-0005_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/merged/inference/1089-134686-0005_merged_inference.wav,THE MUSIC CAME NEARER AND HE RECALLED THE WORDS THE WORDS OF SHELLEY'S FRAGMENT UPON THE MOON WANDERING COMPANIONLESS PALE FOR WEARINESS, the music came nearer and he recalled the words the words of shelley's fragment upon the moon wandering companionless pale for weariness, I'm going to read it to you.,THE MUSIC CAME NEARER AND HE RECALLED THE WORDS THE WORDS OF SHELLEYS FRAGMENT UPON THE MOON WANDERING COMPANIONLESS PALE FOR WEARINESS,IM GOING TO READ IT TO YOU,0.0,1.0,1.0,1.2310384511947632,1.0783554315567017,0.03129155138988756
1089-134686-0006,0.5s,22,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/merged/original/1089-134686-0006_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/merged/inference/1089-134686-0006_merged_inference.wav,THE DULL LIGHT FELL MORE FAINTLY UPON THE PAGE WHEREON ANOTHER EQUATION BEGAN TO UNFOLD ITSELF SLOWLY AND TO SPREAD ABROAD ITS WIDENING TAIL, the dull light fell more faintly upon the page whereon another equation began to unfold itself slowly and to spread abroad its widening tail," So, I'm talking to the old man from St. Peter's. I'm going to get my hat off to him. I'm going to sit down and I'm going to try to talk to him.",THE DULL LIGHT FELL MORE FAINTLY UPON THE PAGE WHEREON ANOTHER EQUATION BEGAN TO UNFOLD ITSELF SLOWLY AND TO SPREAD ABROAD ITS WIDENING TAIL,SO IM TALKING TO THE OLD MAN FROM ST PETERS IM GOING TO GET MY HAT OFF TO HIM IM GOING TO SIT DOWN AND IM GOING TO TRY TO TALK TO HIM,0.0,1.0,1.0,1.229146122932434,1.057302474975586,0.12608269949973003
1089-134686-0007,0.5s,9,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/merged/original/1089-134686-0007_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/merged/inference/1089-134686-0007_merged_inference.wav,A COLD LUCID INDIFFERENCE REIGNED IN HIS SOUL," A cold, lucid indifference reigned in his soul.", I need to talk with you today.,A COLD LUCID INDIFFERENCE REIGNED IN HIS SOUL,I NEED TO TALK WITH YOU TODAY,0.0,1.0,1.0,1.2345466613769531,1.1570041179656982,0.04479783968521293
1089-134686-0008,0.5s,14,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/merged/original/1089-134686-0008_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/merged/inference/1089-134686-0008_merged_inference.wav,THE CHAOS IN WHICH HIS ARDOUR EXTINGUISHED ITSELF WAS A COLD INDIFFERENT KNOWLEDGE OF HIMSELF," The chaos in which his ardor extinguished itself was a cold indifferent knowledge of himself,"," I'm a bit afraid of someone to eat, but I'm not afraid of the small, so I'll give you both a two, four, five, six, seven, eight, nine, ten, eleven, twelve,",THE CHAOS IN WHICH HIS ARDOR EXTINGUISHED ITSELF WAS A COLD INDIFFERENT KNOWLEDGE OF HIMSELF,IM A BIT AFRAID OF SOMEONE TO EAT BUT IM NOT AFRAID OF THE SMALL SO ILL GIVE YOU BOTH A TWO FOUR FIVE SIX SEVEN EIGHT NINE TEN ELEVEN TWELVE,0.06666666666666667,1.0,0.9333333333333333,1.2319413423538208,1.0333671569824219,0.043323321981992534
1089-134686-0009,0.5s,22,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/merged/original/1089-134686-0009_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/merged/inference/1089-134686-0009_merged_inference.wav,AT MOST BY AN ALMS GIVEN TO A BEGGAR WHOSE BLESSING HE FLED FROM HE MIGHT HOPE WEARILY TO WIN FOR HIMSELF SOME MEASURE OF ACTUAL GRACE," At most, by an alms given to a beggar whose blessing he fled from, he might hope wearily to win for himself some measure of actual grace."," The teachers are in the room, watching all of the art, and all of the fun. All of the best people in the world, all of the format, and so much more. Perfect.",AT MOST BY AN ALMS GIVEN TO A BEGGAR WHOSE BLESSING HE FLED FROM HE MIGHT HOPE WEARILY TO WIN FOR HIMSELF SOME MEASURE OF ACTUAL GRACE,THE TEACHERS ARE IN THE ROOM WATCHING ALL OF THE ART AND ALL OF THE FUN ALL OF THE BEST PEOPLE IN THE WORLD ALL OF THE FORMAT AND SO MUCH MORE PERFECT,0.0,1.0,1.0,1.2298771142959595,1.196272850036621,0.10726330536580961
1089-134686-0010,0.5s,9,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/merged/original/1089-134686-0010_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/merged/inference/1089-134686-0010_merged_inference.wav,WELL NOW ENNIS I DECLARE YOU HAVE A HEAD AND SO HAS MY STICK," ""'Well now, Ennis, I declare you have a head and so has my stick.'"," Oh, no, it's not. Yeah, it must be. It's always just...",WELL NOW ENNIS I DECLARE YOU HAVE A HEAD AND SO HAS MY STICK,OH NO ITS NOT YEAH IT MUST BE ITS ALWAYS JUST,0.0,1.0,1.0,1.2376335859298706,1.04791259765625,0.11974811424854795
