file_name,segment_length,num_segments,original_path,inference_path,ground_truth,original_transcript_raw,inference_transcript_raw,original_transcript,inference_transcript,original_cer,inference_cer,dcer,utmos,pesq,stoi
common_voice_zh-TW_17382475,1.0s,4,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/merged/original/common_voice_zh-TW_17382475_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/merged/inference/common_voice_zh-TW_17382475_merged_inference.wav,我总想著前面也许会有更好的,我总想着前面也许会有更好的,一共想着前面也许会有更好的,我总想着前面也许会有更好的,一共想着前面也许会有更好的,0.07692307692307693,0.23076923076923078,0.15384615384615385,2.292872190475464,1.125103235244751,0.052818161223374654
common_voice_zh-TW_17382798,1.0s,4,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/merged/original/common_voice_zh-TW_17382798_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/merged/inference/common_voice_zh-TW_17382798_merged_inference.wav,听到这消息,听到这消息,先到這消息,听到这消息,先到這消息,0.0,0.4,0.4,1.3218772411346436,1.132615089416504,0.14998431095291648
common_voice_zh-TW_17382801,1.0s,4,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/merged/original/common_voice_zh-TW_17382801_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/merged/inference/common_voice_zh-TW_17382801_merged_inference.wav,她心里隐隐觉得不妙,他心裡隱隱覺得不妙,他心裡可能覺得不妙,他心裡隱隱覺得不妙,他心裡可能覺得不妙,0.5555555555555556,0.5555555555555556,0.0,1.2530440092086792,1.1779158115386963,0.14485794051291256
common_voice_zh-TW_17382870,1.0s,5,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/merged/original/common_voice_zh-TW_17382870_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/merged/inference/common_voice_zh-TW_17382870_merged_inference.wav,证明文件应经审查并妥善保存,證明文件應精神查並妥善保存,證明文件已經審查並妥善保證,證明文件應精神查並妥善保存,證明文件已經審查並妥善保證,0.38461538461538464,0.46153846153846156,0.07692307692307693,1.2821341753005981,1.0719497203826904,0.14875778901934264
common_voice_zh-TW_17382928,1.0s,4,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/merged/original/common_voice_zh-TW_17382928_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/merged/inference/common_voice_zh-TW_17382928_merged_inference.wav,她开始想搬回乡下住,他開始想搬回鄉下住,是什么回事 周主,他開始想搬回鄉下住,是什么回事周主,0.3333333333333333,0.8888888888888888,0.5555555555555556,1.2582147121429443,1.0302541255950928,0.06399927442987388
common_voice_zh-TW_17383004,1.0s,5,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/merged/original/common_voice_zh-TW_17383004_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/merged/inference/common_voice_zh-TW_17383004_merged_inference.wav,赌场讨债更加凶狠、更加恶劣,獨長桃在更加兇狠更加惡劣,杜川特在更加兇狠更加惡劣,獨長桃在更加兇狠更加惡劣,杜川特在更加兇狠更加惡劣,0.5,0.5,0.0,1.236822247505188,1.171865701675415,0.16149202175729352
common_voice_zh-TW_17383201,1.0s,4,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/merged/original/common_voice_zh-TW_17383201_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/merged/inference/common_voice_zh-TW_17383201_merged_inference.wav,经过接近一年的治疗,经过接近一年的治疗,經過接近一年的治療,经过接近一年的治疗,經過接近一年的治療,0.0,0.3333333333333333,0.3333333333333333,1.326454520225525,1.0955970287322998,0.1628237845164054
common_voice_zh-TW_17388304,1.0s,4,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/merged/original/common_voice_zh-TW_17388304_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/merged/inference/common_voice_zh-TW_17388304_merged_inference.wav,你本来就是他的猎物,你本來就是他的獵物,你本來就是怕的野物,你本來就是他的獵物,你本來就是怕的野物,0.2222222222222222,0.3333333333333333,0.1111111111111111,1.9977234601974487,1.0811041593551636,0.22590228159622291
common_voice_zh-TW_17388528,1.0s,4,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/merged/original/common_voice_zh-TW_17388528_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/merged/inference/common_voice_zh-TW_17388528_merged_inference.wav,来回一千两百日币,來回一千兩百日幣,來回一千百日幣,來回一千兩百日幣,來回一千百日幣,0.375,0.375,0.0,2.71683406829834,1.1095495223999023,0.2320637675677817
common_voice_zh-TW_17388792,1.0s,5,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/merged/original/common_voice_zh-TW_17388792_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/common_voice_zh_CN_recon/merged/inference/common_voice_zh-TW_17388792_merged_inference.wav,一路上他不再出声,一路上他不再出生,一路上他不再出生,一路上他不再出生,一路上他不再出生,0.125,0.125,0.0,2.6230952739715576,1.1334621906280518,0.12137466133805663
