file_name,original_path,inference_path,ground_truth,original_transcript_raw,original_transcript,inference_transcript_raw,inference_transcript,original_cer,inference_cer,dcer,utmos,pesq,stoi
common_voice_zh-TW_30162459,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30162459.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice/common_voice_zh-TW_30162459_inference.wav,高雄市公车五甲干线,高雄市公車五甲幹線,高雄市公車五甲幹線,方舟虚伪通宵人脚半线,方舟虚伪通宵人脚半线,0.3333333333333333,1.0,0.6666666666666667,2.2731971740722656,1.5023584365844729,0.794391789386421
common_voice_zh-TW_24477793,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24477793.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice/common_voice_zh-TW_24477793_inference.wav,肉！很多肉！,"肉,很多肉。",肉很多肉,"肉,很多肉。",肉很多肉,0.0,0.0,0.0,1.6618813276290894,1.2703986167907717,0.7687771824289318
common_voice_zh-TW_24478020,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24478020.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice/common_voice_zh-TW_24478020_inference.wav,大家爱转传,大家愛轉傳,大家愛轉傳,大家爱长长,大家爱长长,0.6,0.4,-0.1999999999999999,2.30765438079834,1.6658109426498413,0.8173467565977026
common_voice_zh-TW_25342071,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_25342071.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice/common_voice_zh-TW_25342071_inference.wav,结果很平和,结果很平和,结果很平和,西瓜TEEPR,西瓜,0.0,1.0,1.0,2.271848678588867,1.1386768817901611,0.4356138626274433
common_voice_zh-TW_20748925,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_20748925.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice/common_voice_zh-TW_20748925_inference.wav,英文数字请尽量转为中文,英文数字请尽量转为中文,英文数字请尽量转为中文,英文的数字请尽量转回中文,英文的数字请尽量转回中文,0.0,0.1818181818181818,0.1818181818181818,2.4865293502807617,1.3859058618545532,0.7638837151536955
common_voice_zh-TW_21308865,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_21308865.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice/common_voice_zh-TW_21308865_inference.wav,我们需要更多的废文和聊天内容,我们需要更多的绯闻和聊天内容,我们需要更多的绯闻和聊天内容,我需要更多的绯闻和了解内容,我需要更多的绯闻和了解内容,0.1428571428571428,0.3571428571428571,0.2142857142857143,2.203052282333374,1.7046828269958496,0.7758116133532635
common_voice_zh-TW_22787705,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22787705.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice/common_voice_zh-TW_22787705_inference.wav,目前先将满意度的部分,目前先将满意度的部分,目前先将满意度的部分,莫扎人将来弥多的部分,莫扎人将来弥多的部分,0.0,0.6,0.6,2.555605411529541,1.5547150373458862,0.6579067066301603
common_voice_zh-TW_19601564,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19601564.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice/common_voice_zh-TW_19601564_inference.wav,维基百科现在放的人类身高,为几百颗现在放的人类升高,为几百颗现在放的人类升高,維基版著現在放的《人類生搞》,維基版著現在放的人類生搞,0.3333333333333333,0.5833333333333334,0.25,3.2106773853302,1.468840718269348,0.8258961585963753
common_voice_zh-TW_22288212,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22288212.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice/common_voice_zh-TW_22288212_inference.wav,让女人的家人满意,让女人的家人满意,让女人的家人满意,让女人的家人满意,让女人的家人满意,0.0,0.0,0.0,2.663365602493286,1.6752042770385742,0.8500892418695444
common_voice_zh-TW_22771206,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22771206.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice/common_voice_zh-TW_22771206_inference.wav,要改的事太多了，那就改天吧,"要改的事太多了,那就改天吧。",要改的事太多了那就改天吧,"要把的事太多了,让这买天吧",要把的事太多了让这买天吧,0.0,0.3333333333333333,0.3333333333333333,2.813214063644409,1.4685370922088623,0.8216581606790271
common_voice_zh-TW_31065246,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31065246.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice/common_voice_zh-TW_31065246_inference.wav,十多年前台北车站改变结构,十多年前台北车站改变结构,十多年前台北车站改变结构,許多年前台北協戰感應指控,許多年前台北協戰感應指控,0.0,0.5833333333333334,0.5833333333333334,2.2740540504455566,1.2854275703430176,0.7853957967395483
common_voice_zh-TW_20860809,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_20860809.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice/common_voice_zh-TW_20860809_inference.wav,就补缴空屋税,就补叫空污税,就补叫空污税,这不叫空睡,这不叫空睡,0.3333333333333333,0.8333333333333334,0.5,2.213824987411499,1.5502111911773682,0.7630094772119324
common_voice_zh-TW_26657819,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26657819.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice/common_voice_zh-TW_26657819_inference.wav,超英赶美,超音感美,超音感美,高音展美,高音展美,0.5,0.75,0.25,2.13387417793274,1.2950849533081057,0.7069634903025227
common_voice_zh-TW_24677150,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24677150.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice/common_voice_zh-TW_24677150_inference.wav,有三十五种语言,有35种语言,有种语言,有35种语言,有种语言,0.4285714285714285,0.4285714285714285,0.0,2.5611491203308105,1.3562822341918943,0.7733598667435998
common_voice_zh-TW_26826729,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26826729.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice/common_voice_zh-TW_26826729_inference.wav,仍被视为尊贵的血统,人被视为尊贵的血统,人被视为尊贵的血统,仍被视为尊贵的血统,仍被视为尊贵的血统,0.1111111111111111,0.0,-0.1111111111111111,3.210402488708496,1.3391165733337402,0.794813620011899
common_voice_zh-TW_31113743,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31113743.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice/common_voice_zh-TW_31113743_inference.wav,联络罗东林场与太平山林场,联络罗东林场与太平山林场,联络罗东林场与太平山林场,聯絡羅東林場與太平山林場,聯絡羅東林場與太平山林場,0.0,0.5833333333333334,0.5833333333333334,2.455343246459961,1.241980791091919,0.8003358930714538
common_voice_zh-TW_37952977,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_37952977.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice/common_voice_zh-TW_37952977_inference.wav,参与者要进入会场了,参与者要进入会场了,参与者要进入会场了,參與者要進入會場,參與者要進入會場,0.0,0.6666666666666666,0.6666666666666666,2.002706289291382,1.4874778985977173,0.8437891828465137
common_voice_zh-TW_22006784,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22006784.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice/common_voice_zh-TW_22006784_inference.wav,乌龙茶加奶就来得有尾韵,乌龙茶加奶就来得有尾韵,乌龙茶加奶就来得有尾韵,乌龙茶沾满旧改为有伪孕,乌龙茶沾满旧改为有伪孕,0.0,0.6363636363636364,0.6363636363636364,1.8279931545257568,1.3654569387435913,0.6557692451402779
common_voice_zh-TW_24478270,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_24478270.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice/common_voice_zh-TW_24478270_inference.wav,有超过五千人的企业用吗？,有超过5000人的企业用吗?,有超过人的企业用吗,也唱过五千年的《亲爷友们》,也唱过五千年的亲爷友们,0.1818181818181818,0.6363636363636364,0.4545454545454545,3.691340446472168,1.7013578414916992,0.852101162093058
common_voice_zh-TW_22020300,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22020300.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice/common_voice_zh-TW_22020300_inference.wav,强迫开放、引进新东西的话,強迫開放引進新東西的話,強迫開放引進新東西的話,強迫開放引進新東西的話,強迫開放引進新東西的話,0.4545454545454545,0.4545454545454545,0.0,2.848663330078125,1.792987823486328,0.8636848948752841
common_voice_zh-TW_19313364,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19313364.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice/common_voice_zh-TW_19313364_inference.wav,我是一只鹤,我是一隻鶴,我是一隻鶴,你誰接過民主的概念我還走呀,你誰接過民主的概念我還走呀,0.4,1.0,0.6,1.2442630529403689,1.1231112480163574,0.5830913131316746
common_voice_zh-TW_22927699,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22927699.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice/common_voice_zh-TW_22927699_inference.wav,其实每一年都有精进,其實每一年都有精進,其實每一年都有精進,其心每一年都有晶晶,其心每一年都有晶晶,0.2222222222222222,0.3333333333333333,0.1111111111111111,3.467473030090332,1.6583268642425537,0.7468712414630484
common_voice_zh-TW_22766609,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22766609.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice/common_voice_zh-TW_22766609_inference.wav,当局者迷克夏,當局者明確扣線,當局者明確扣線,分析作你之后者,分析作你之后者,0.8333333333333334,1.0,0.1666666666666666,2.4175407886505127,1.269477605819702,0.4362123601821747
common_voice_zh-TW_27003463,/homes/jiasin/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27003463.mp3,/homes/jiasin/SecoustiCodec/semantic_outputs_Commonvoice/common_voice_zh-TW_27003463_inference.wav,重视有关经济发展与财政收入方面的改革,重视有关经济发展与财政收入方面的改革,重视有关经济发展与财政收入方面的改革,重視有關經濟發展與財政收入方面的改革,重視有關經濟發展與財政收入方面的改革,0.0,0.3888888888888889,0.3888888888888889,2.0483739376068115,1.3856011629104614,0.8223688947316423
