file_name,file_path,duration,transcription,speaker_id,asr_result,cer,MOS_Quality,MOS_Naturalness,TER
S010010505,./Minspeech-1.0.1/OutputData/label/S01/audio/001/S010010505.wav,3.233,我都不会离开你,S010010,我都欲你規你咧,0.7142857142857143,0.7923254370689392,1.3094210624694824,0.7142857142857143
S010010527,./Minspeech-1.0.1/OutputData/label/S01/audio/001/S010010527.wav,2.8,是啊不然呢,S010010,城市仔鴨仔,1.0,0.6631174683570862,1.3059815168380737,0.8
S010010556,./Minspeech-1.0.1/OutputData/label/S01/audio/001/S010010556.wav,2.434,最喜欢来这间餐厅吃饭吗,S010010,那不是上愛來這間餐廳食飯,0.6363636363636364,1.8710544109344482,1.434555172920227,0.6363636363636364
S010010627,./Minspeech-1.0.1/OutputData/label/S01/audio/001/S010010627.wav,1.766,用在正途知道吗,S010010,要用得著這麼多災予,1.1428571428571428,1.658067226409912,1.3459478616714478,0.7142857142857143
S010010650,./Minspeech-1.0.1/OutputData/label/S01/audio/001/S010010650.wav,1.6,不要紧张,S010010,你莫緊張懦弄事,1.25,1.8098756074905396,1.331297755241394,1.25
S010010653,./Minspeech-1.0.1/OutputData/label/S01/audio/001/S010010653.wav,1.599,好了你快吃,S010010,好了 再緊張了,0.8,1.3576308488845825,1.319757342338562,0.6
S010010666,./Minspeech-1.0.1/OutputData/label/S01/audio/001/S010010666.wav,4.6,美莲你实在无需对我这么好,S010010,袂言你是三目三仔堆我一頓樓矣的,1.0833333333333333,2.1604983806610107,1.307373285293579,0.75
S010010697,./Minspeech-1.0.1/OutputData/label/S01/audio/001/S010010697.wav,2.833,还是装不懂,S010010,阿斯加姆巴勒,1.2,1.7986541986465454,1.2825547456741333,1.0
S010010808,./Minspeech-1.0.1/OutputData/label/S01/audio/001/S010010808.wav,2.233,是一个很特别的女孩子,S010010,是這件事就無所謂的了,0.9,1.1253737211227417,1.2976609468460083,0.7
S010010867,./Minspeech-1.0.1/OutputData/label/S01/audio/001/S010010867.wav,2.667,来小心,S010010,來 來來來 來來來 來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來來,147.66666666666666,0.5786120295524597,1.3326362371444702,147.66666666666666
S010011054,./Minspeech-1.0.1/OutputData/label/S01/audio/001/S010011054.wav,1.601,你骑快一点待会儿下雨了,S010011,無好禮貌,1.0,0.5712195038795471,1.3546119928359985,0.7272727272727273
S010011372,./Minspeech-1.0.1/OutputData/label/S01/audio/001/S010011372.wav,1.9,很简单,S010011,那你真簡單矣,1.3333333333333333,1.3644813299179077,1.3283957242965698,1.0
S010011459,./Minspeech-1.0.1/OutputData/label/S01/audio/001/S010011459.wav,1.534,而且我也答应过你,S010011,請問我能耐應過你喔,0.625,1.396308422088623,1.2950007915496826,0.625
S010021196,./Minspeech-1.0.1/OutputData/label/S01/audio/002/S010021196.wav,1.767,我帮你放在箱子里,S010021,我把你扛著鬚仔來貼,0.875,0.8901229500770569,1.2802760601043701,0.75
S010030030,./Minspeech-1.0.1/OutputData/label/S01/audio/003/S010030030.wav,2.1339375,他一定不会原谅我,S010030,毅點欲管用我矣,1.0,1.2477284669876099,1.3309009075164795,0.75
S010030044,./Minspeech-1.0.1/OutputData/label/S01/audio/003/S010030044.wav,1.833,我跟你说,S010030,我共你講的那一句話,1.75,1.5887380838394165,1.2782695293426514,1.5
S010030982,./Minspeech-1.0.1/OutputData/label/S01/audio/003/S010030982.wav,2.734,这么怕人家听见呢,S010030,算你夾樓梯矣,1.0,0.8626812100410461,1.27902090549469,0.375
S010031295,./Minspeech-1.0.1/OutputData/label/S01/audio/003/S010031295.wav,2.333,有你加持过的紫水晶,S010031,有你加膝蓋子隨身,0.6666666666666666,2.061122179031372,1.3543756008148193,0.3333333333333333
