speaker_id1,speaker_id2,file1,file2,similarity
61,5105,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/61/70968/61-70968-0013.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/5105/28240/5105-28240-0006.flac,0.07966040232476335
61,4507,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/61/70968/61-70968-0013.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0013.flac,0.08424494702591756
61,237,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/61/70968/61-70968-0013.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/237/134493/237-134493-0015.flac,0.23212089791302892
61,7127,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/61/70968/61-70968-0013.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/7127/75946/7127-75946-0014.flac,0.09285396915755528
61,4446,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/61/70968/61-70968-0013.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/4446/2273/4446-2273-0021.flac,0.07286516419976385
121,4507,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/121/121726/121-121726-0012.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0046.flac,0.1463129716087178
121,3575,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/121/121726/121-121726-0012.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/3575/170457/3575-170457-0015.flac,-0.06198565015605295
121,8555,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/121/121726/121-121726-0012.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/8555/284447/8555-284447-0005.flac,-0.0185133541603848
121,8230,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/121/121726/121-121726-0012.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/8230/279154/8230-279154-0024.flac,0.16039526007123883
121,61,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/121/121726/121-121726-0012.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/61/70970/61-70970-0038.flac,0.13165265380447666
237,7127,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/237/126133/237-126133-0013.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/7127/75947/7127-75947-0007.flac,0.06808393540238977
237,8230,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/237/126133/237-126133-0013.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/8230/279154/8230-279154-0015.flac,0.07778436493582475
237,2961,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/237/126133/237-126133-0013.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/2961/960/2961-960-0017.flac,0.06852144466856058
237,7021,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/237/126133/237-126133-0013.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/7021/79740/7021-79740-0008.flac,0.029481777461315972
237,6829,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/237/126133/237-126133-0013.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/6829/68769/6829-68769-0016.flac,0.037546155351381505
260,5142,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/260/123286/260-123286-0006.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/5142/36377/5142-36377-0022.flac,0.07819842111252895
260,2961,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/260/123286/260-123286-0006.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/2961/961/2961-961-0015.flac,0.09573647998637846
260,4077,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/260/123286/260-123286-0006.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/4077/13754/4077-13754-0002.flac,0.06200863287960301
260,8463,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/260/123286/260-123286-0006.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/8463/294825/8463-294825-0003.flac,0.04432994316685912
260,4992,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/260/123286/260-123286-0006.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/4992/41797/4992-41797-0018.flac,0.051707735915050734
672,8230,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/672/122797/672-122797-0038.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/8230/279154/8230-279154-0029.flac,0.12865314271817585
672,4507,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/672/122797/672-122797-0038.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0023.flac,0.12622427641098177
672,4970,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/672/122797/672-122797-0038.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/4970/29093/4970-29093-0018.flac,0.0033196031539675097
672,6930,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/672/122797/672-122797-0038.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/6930/75918/6930-75918-0015.flac,0.24314464800097335
672,3575,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/672/122797/672-122797-0038.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/3575/170457/3575-170457-0054.flac,-0.019574103286022826
908,2094,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/908/31957/908-31957-0015.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/2094/142345/2094-142345-0029.flac,0.048158595583714714
908,4446,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/908/31957/908-31957-0015.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/4446/2273/4446-2273-0005.flac,0.014618685941058418
908,1221,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/908/31957/908-31957-0015.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/1221/135767/1221-135767-0021.flac,0.045152581056450036
908,8224,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/908/31957/908-31957-0015.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/8224/274381/8224-274381-0008.flac,-0.003273719840411804
908,1995,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/908/31957/908-31957-0015.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/1995/1837/1995-1837-0003.flac,0.036429893345740205
1089,8463,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/8463/294828/8463-294828-0015.flac,-0.07922260156713645
1089,7729,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/7729/102255/7729-102255-0022.flac,0.09444455486890146
1089,8555,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/8555/284447/8555-284447-0003.flac,0.011032578538421545
1089,3729,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/3729/6852/3729-6852-0008.flac,0.10330104205915724
1089,1188,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0018.flac,0.34972722003707446
1188,1995,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0004.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/1995/1826/1995-1826-0011.flac,0.04279214860501457
1188,4077,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0004.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/4077/13751/4077-13751-0001.flac,0.050264787299365565
1188,61,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0004.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/61/70968/61-70968-0046.flac,0.3453843975822356
1188,8224,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0004.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/8224/274384/8224-274384-0008.flac,-0.14704420174288746
1188,1284,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0004.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/1284/1181/1284-1181-0019.flac,0.04053776263583053
1221,1284,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/1221/135766/1221-135766-0010.flac,/mnt/Internal/ASR/./librispeech/LibriSpeech/test-clean/1284/1180/1284-1180-0004.flac,0.09008997602311974
