file_name,original_path,inference_path,ground_truth,original_transcript_raw,inference_transcript_raw,original_transcript,inference_transcript,original_wer,inference_wer,dwer,utmos,pesq,stoi,speaker_similarity
1089-134686-0000,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/25HZ/librispeech/0.5s/merged/1089-134686-0000_original_merged.wav,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/25HZ/librispeech/0.5s/merged/1089-134686-0000_inference_merged.wav,HE HOPED THERE WOULD BE STEW FOR DINNER TURNIPS AND CARROTS AND BRUISED POTATOES AND FAT MUTTON PIECES TO BE LADLED OUT IN THICK PEPPERED FLOUR FATTENED SAUCE," He hoped there would be stew for dinner, turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick, peppered, flour-fattened sauce."," You hope there would be some new beer, turds and carrots and roost peos and fattened mutton pieces to be leveled out in the fair, but there's some for fattened sauce.",he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flourfattened sauce,you hope there would be some new beer turds and carrots and roost peos and fattened mutton pieces to be leveled out in the fair but theres some for fattened sauce,0.07142857142857142,0.5714285714285714,0.5,1.3914673328399658,1.0943509340286255,0.18052381673050638,0.19523537158966064
1089-134686-0001,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/25HZ/librispeech/0.5s/merged/1089-134686-0001_original_merged.wav,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/25HZ/librispeech/0.5s/merged/1089-134686-0001_inference_merged.wav,STUFF IT INTO YOU HIS BELLY COUNSELLED HIM," ""'Stuff it into you,' his belly counselled him."," Stuff it into you, and it better be hard for him.",stuff it into you his belly counselled him,stuff it into you and it better be hard for him,0.0,0.75,0.75,1.6564072370529175,1.1056917905807495,0.3481967528308843,0.2664071321487427
1089-134686-0002,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/25HZ/librispeech/0.5s/merged/1089-134686-0002_original_merged.wav,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/25HZ/librispeech/0.5s/merged/1089-134686-0002_inference_merged.wav,AFTER EARLY NIGHTFALL THE YELLOW LAMPS WOULD LIGHT UP HERE AND THERE THE SQUALID QUARTER OF THE BROTHELS, After early nightfall the yellow lamps would light up here and there the squalid quarter of the brothels.," After a nightfall, the yellow lamps would light up here and there in a scarlet color of the bottom.",after early nightfall the yellow lamps would light up here and there the squalid quarter of the brothels,after a nightfall the yellow lamps would light up here and there in a scarlet color of the bottom,0.0,0.3333333333333333,0.3333333333333333,1.3977564573287964,1.0715097188949585,0.19908949755199634,0.21720527112483978
1089-134686-0004,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/25HZ/librispeech/0.5s/merged/1089-134686-0004_original_merged.wav,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/25HZ/librispeech/0.5s/merged/1089-134686-0004_inference_merged.wav,NUMBER TEN FRESH NELLY IS WAITING ON YOU GOOD NIGHT HUSBAND," Number 10. Fresh Nelly is waiting on you. Good night, husband."," Not with that in it. Especially now he is waiting on you. Goodnight, husband.",number 10 fresh nelly is waiting on you good night husband,not with that in it especially now he is waiting on you goodnight husband,0.09090909090909091,0.9090909090909091,0.8181818181818181,1.4436495304107666,1.1160058975219727,0.19561525286053333,0.2733098268508911
1089-134686-0005,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/25HZ/librispeech/0.5s/merged/1089-134686-0005_original_merged.wav,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/25HZ/librispeech/0.5s/merged/1089-134686-0005_inference_merged.wav,THE MUSIC CAME NEARER AND HE RECALLED THE WORDS THE WORDS OF SHELLEY'S FRAGMENT UPON THE MOON WANDERING COMPANIONLESS PALE FOR WEARINESS, the music came nearer and he recalled the words the words of shelley's fragment upon the moon wandering companionless pale for weariness," The victim reaper had recalled the words. The words of his friend in the room, one pink companion with pale, weary eyes.",the music came nearer and he recalled the words the words of shelleys fragment upon the moon wandering companionless pale for weariness,the victim reaper had recalled the words the words of his friend in the room one pink companion with pale weary eyes,0.0,0.6818181818181818,0.6818181818181818,1.3210359811782837,1.0732969045639038,0.2428209182825784,0.3046354651451111
1089-134686-0006,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/25HZ/librispeech/0.5s/merged/1089-134686-0006_original_merged.wav,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/25HZ/librispeech/0.5s/merged/1089-134686-0006_inference_merged.wav,THE DULL LIGHT FELL MORE FAINTLY UPON THE PAGE WHEREON ANOTHER EQUATION BEGAN TO UNFOLD ITSELF SLOWLY AND TO SPREAD ABROAD ITS WIDENING TAIL, the dull light fell more faintly upon the page whereon another equation began to unfold itself slowly and to spread abroad its widening tail," The doll lied there more crazy on a cage rather than a recreation and unfolded itself slowly, and a spread of eyes widened and paled.",the dull light fell more faintly upon the page whereon another equation began to unfold itself slowly and to spread abroad its widening tail,the doll lied there more crazy on a cage rather than a recreation and unfolded itself slowly and a spread of eyes widened and paled,0.0,0.7916666666666666,0.7916666666666666,1.4860827922821045,1.1711305379867554,0.09190780436490562,0.20471085608005524
1089-134686-0007,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/25HZ/librispeech/0.5s/merged/1089-134686-0007_original_merged.wav,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/25HZ/librispeech/0.5s/merged/1089-134686-0007_inference_merged.wav,A COLD LUCID INDIFFERENCE REIGNED IN HIS SOUL," A cold, lucid indifference reigned in his soul.", A cold loser in different way than his soul.,a cold lucid indifference reigned in his soul,a cold loser in different way than his soul,0.0,0.625,0.625,1.4516476392745972,1.0872693061828613,0.22822790205259105,0.16229523718357086
1089-134686-0008,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/25HZ/librispeech/0.5s/merged/1089-134686-0008_original_merged.wav,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/25HZ/librispeech/0.5s/merged/1089-134686-0008_inference_merged.wav,THE CHAOS IN WHICH HIS ARDOUR EXTINGUISHED ITSELF WAS A COLD INDIFFERENT KNOWLEDGE OF HIMSELF," The chaos in which his ardor extinguished itself was a cold indifferent knowledge of himself,", The chaos of the two order extinguished itself with a cold and different knowledge of itself.,the chaos in which his ardor extinguished itself was a cold indifferent knowledge of himself,the chaos of the two order extinguished itself with a cold and different knowledge of itself,0.06666666666666667,0.5333333333333333,0.4666666666666667,1.4640010595321655,1.1089122295379639,0.16638332492974436,0.2514894902706146
1089-134686-0009,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/25HZ/librispeech/0.5s/merged/1089-134686-0009_original_merged.wav,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/25HZ/librispeech/0.5s/merged/1089-134686-0009_inference_merged.wav,AT MOST BY AN ALMS GIVEN TO A BEGGAR WHOSE BLESSING HE FLED FROM HE MIGHT HOPE WEARILY TO WIN FOR HIMSELF SOME MEASURE OF ACTUAL GRACE," At most, by an alms given to a beggar whose blessing he fled from, he might hope wearily to win for himself some measure of actual grace."," In a mode by an un-spiritual bear's blessing he fled from, right up weirdly to win for himself so a measure of actual grace.",at most by an alms given to a beggar whose blessing he fled from he might hope wearily to win for himself some measure of actual grace,in a mode by an unspiritual bears blessing he fled from right up weirdly to win for himself so a measure of actual grace,0.0,0.5555555555555556,0.5555555555555556,1.4257800579071045,1.122493028640747,0.248325932641742,0.3302750885486603
1089-134686-0010,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/25HZ/librispeech/0.5s/merged/1089-134686-0010_original_merged.wav,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/25HZ/librispeech/0.5s/merged/1089-134686-0010_inference_merged.wav,WELL NOW ENNIS I DECLARE YOU HAVE A HEAD AND SO HAS MY STICK," ""'Well now, Ennis, I declare you have a head and so has my stick.'"," Well now, it's time to play video of the head and sword I stick.",well now ennis i declare you have a head and so has my stick,well now its time to play video of the head and sword i stick,0.0,0.7142857142857143,0.7142857142857143,1.490417718887329,1.0811936855316162,0.13270867230652533,0.4063076376914978
