file_name,file_path,duration,transcription,speaker_id,asr_result,cer,MOS_Quality,MOS_Naturalness
common_voice_zh-TW_31336427,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31336427.mp3,4.73965625,我們的人口結構急速老化,05480011e18a9b6e842108f7194d320f32661b7f6b2168e91e53e52520c962d1abbadc962533c32faa4cb23b688e788a36ae03c1bd969b5a43bf3c19128720c5,我们的人口结构急速老化,0.0,4.813726902008057,3.5549278259277344
common_voice_zh-TW_41187710,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_41187710.mp3,2.5635,我喜歡卡迪納,057a083b43c6bffb19594cf7dd2b9ab2fe43730db03b67f24a445a472bcd2b59499f2bf2fa184cdaada04e592a29818291dee8f4ea86fe856d496c0823c16453,我喜欢卡迪娜,0.16666666666666666,3.0497114658355713,1.5444048643112183
common_voice_zh-TW_31032174,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31032174.mp3,3.2475,新店端,05a7a6467b7dab771eef48d8eceb164fecb8dc515276425f709efd73aedddbeec91a6efdca83dd82d5096a44b99a1e2a05c008074e3a80972832203fc5e26dd2,新电端,0.3333333333333333,2.812157392501831,2.895777463912964
common_voice_zh-TW_31303506,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31303506.mp3,5.09965625,則正確的說明了星球的大小,062c2ae994849f1d6229a046a0e897167aa76661d7d447d8a2d37d1b2b6b981278e849eac26860575b8f5819721fdbf150d6cc6aa0e65928ae1c079c9249f975,则正确地说明了星球的大小,0.08333333333333333,4.246491432189941,3.4241890907287598
common_voice_zh-TW_31411298,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31411298.mp3,3.01165625,開源服務,06941e2ba39b435badc41c97ef761851f3ca8aaead66fe86526b4ddf0740ffc9435f35c3fa61a00d9dd3bd8b4cafcd55617ead9aa9fc5dbaf995958730d01653,开源服务,0.0,3.7033751010894775,3.331967353820801
common_voice_zh-TW_31149481,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31149481.mp3,3.69565625,土地認養案例,0c99c366f0da37307d36b86ffd75bda26cae5a8fc3fb73fd5c2b05892d7a11b7e6e109e2d9db49adcd8baf3d58d74272dda5c5de7504928bd23ea8e06a459f79,土地润养案例,0.16666666666666666,3.532252311706543,2.331937551498413
common_voice_zh-TW_22418201,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22418201.mp3,3.965625,雖然我沒有辦法,0e48f93c56e2686c0f39db2288bed8769ae06410fe61717d388c6f0a893430e3c18be93bc8a5bb3833d6fa40e26561517142365db3cd2001c11ce9554384d65f,就是可以虽然我没有办法,0.5714285714285714,1.5248223543167114,1.501215934753418
common_voice_zh-TW_32964852,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_32964852.mp3,5.2995,華頓商學院最受歡迎的談判課,0f1825290bbf4829ed265350b1ced929f75dac9f4b41ad2f949c2babde08714656c72f10087a0b684402114f9b49a9a19f2a388f5ff9aded004497040f34d97d,华顿商学院最受欢迎的谈判课,0.0,1.8955758810043335,1.5227323770523071
common_voice_zh-TW_31374907,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31374907.mp3,3.15565625,旗六公路,110aa1951aa85dcc97dfb2f05ac6d897bb180e45efc57103c0f8378a6d515ceeb6b63bb70c31c583546ea5a1450b865bdccca5d1a9cfe982972a31f4ecfbfb3c,奇妙公路,0.5,1.8537521362304688,1.4507557153701782
common_voice_zh-TW_31341278,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31341278.mp3,3.2835,你等我模擬,12a97280e264fd7c671fc386c26c6d2a41ac1aee465b65a9be7a4f8efb68b68ca9fe13e1f5df399f94cc684b74f94dec97791acedfee14aa32ffa32d0b871576,你等我模拟,0.0,2.333721876144409,1.4956523180007935
common_voice_zh-TW_31392213,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31392213.mp3,4.7595,天馬行空,1321c46a25360f4b8c99d27ba44f3a428e3f0b49b97f7af3a0dc939a5f543caccadd57c4c34100b050d63c8cedaddcde2d2620b50caaf16f62e4911d9e650984,天马星空,0.25,2.3954851627349854,1.7989035844802856
common_voice_zh-TW_31341038,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31341038.mp3,3.04765625,老坑交流道,196bff07e381bec58c578cad56c07c6d3fea4eb330738ee80b2092822fe8b5d575eb98bf951750335f3028a6094a27aa9e8da211fa63356b23120f3ddd1dba57,老坑交流道,0.0,2.314708948135376,1.4197945594787598
common_voice_zh-TW_31250052,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31250052.mp3,3.33565625,就變得超快的,19fcea6978ae630b53b57a9ba5b3db6ec0f33df67ff59f6163d2c564c8f586d9992d59e387673ed3388179201d6f53c6a857e424d0e9513db3ad29c2a5bbc481,就变得超快的,0.0,4.1830339431762695,3.476491928100586
common_voice_zh-TW_18404298,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18404298.mp3,2.981625,外出的人要小心！,1c0b579048fa0a18d6d8b586cd2d7e76e03de626cb0e1beca8588e5fae8a9ee7e9e69f6262c9c5a6639123dc3102861ca1f0446789bf994bd9a5b3c4cbc03346,外出的人要小心,0.0,2.0516717433929443,1.8771774768829346
common_voice_zh-TW_34000055,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_34000055.mp3,4.19965625,勉強自己和別人好,1df44da84ce93a393af2a69a0634b77b93c3df7854b1ca3469221c7ebaaab0fee17b835151990111db7862080ac4bdd5f014f53dd72a9f810199f0fe3ad0ecc6,勉强自己和别人好,0.0,2.4091763496398926,1.5365123748779297
common_voice_zh-TW_22288475,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_22288475.mp3,4.109625,常常拿著這份文件,209134b6ac03a75750c6c2f85206aebe27738a10ecbd6ee402884a8991c0bcc64f2bdc4157fd887b0ddeae1cdaa0d67f25464d3ed6820e62d7beb1be5d8db259,谁要冷却了头monkey,1.5,2.1669068336486816,1.5713268518447876
common_voice_zh-TW_31250035,./common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_31250035.mp3,5.02765625,追分至成功站間的鐵路幹線,20a576224aeca40c69fbc53fdb1f46bdfed35b2c159776fa12046814d8656176c188001bbb517efc8bb173b2c987bcbfe75c930b62783cdd8bc5cac5c3abced9,追分制成功战间的铁路干线,0.16666666666666666,3.3328611850738525,2.384112596511841
