file_name,original_path,inference_path,ground_truth,original_transcript_raw,inference_transcript_raw,original_transcript,inference_transcript,utmos,pesq,stoi,speaker_similarity
common_voice_zh-TW_19485265,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19485265.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_19485265_inference.wav,大家都以为自己才是对的,大家都以为自己才是对的,大家都以為自己才是對的,大家都以为自己才是对的,大家都以为自己才是对的,1.8443681001663208,1.1200865507125854,0.7425487173654766,0.49047595262527466
common_voice_zh-TW_19485305,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19485305.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_19485305_inference.wav,坚持理念，逐渐站稳脚步,堅持理念逐漸站穩腳步,"堅持理念,逐漸站穩腳步",坚持理念逐渐站稳脚步,"坚持理念,逐渐站稳脚步",2.4364430904388428,1.0657752752304077,0.7326905669060232,0.5059089064598083
common_voice_zh-TW_19485275,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19485275.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_19485275_inference.wav,更蕴含极高的商业价值,更蘊含極高的商業價值,更蕴含极高的商业价值,更蕴含极高的商业价值,更蕴含极高的商业价值,2.7348339557647705,1.1514818668365479,0.7671109060926674,0.4812510013580322
common_voice_zh-TW_19485323,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19485323.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_19485323_inference.wav,看到很废的文章的时候,看到很废的文章的时候,看到很废的文章的时候,看到很废的文章的时候,看到很废的文章的时候,2.7222602367401123,1.183817982673645,0.7596740783188672,0.4951637089252472
common_voice_zh-TW_19485322,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19485322.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_19485322_inference.wav,指定建筑线之现有巷道,指定建筑线之线有相当,指定建筑圈之限有向上,指定建筑线之线有相当,指定建筑圈之限有向上,2.918853521347046,1.13665771484375,0.6365331983226585,0.610399067401886
common_voice_zh-TW_19485273,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19485273.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_19485273_inference.wav,这一百万花不完，今晚不准回家,這一百萬花不完 今晚不准回家,這一百萬花不完今晚不准回家,这一百万花不完今晚不准回家,这一百万花不完今晚不准回家,2.4296200275421143,1.1172200441360474,0.6928925690075571,0.47726088762283325
common_voice_zh-TW_19485300,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19485300.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_19485300_inference.wav,集中力量，以维持国际和平及安全,集中力量以维持国际和平及安全,其中力量以维持国际和平及安全,集中力量以维持国际和平及安全,其中力量以维持国际和平及安全,2.27066969871521,1.0656448602676392,0.5935135154498863,0.48229023814201355
common_voice_zh-TW_18374965,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18374965.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_18374965_inference.wav,其实我们都有做了,其實我們都有做了,其实我们都有做了,其实我们都有做了,其实我们都有做了,2.7234761714935303,1.2506529092788696,0.5330310793131404,0.684165358543396
common_voice_zh-TW_18374909,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18374909.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_18374909_inference.wav,在艺术评价上颇高,在一速平价上火高,再移速平價上火刀,在一速平价上火高,再移速平价上火刀,2.961186170578003,1.2714869976043701,0.4944851867784581,0.582608163356781
common_voice_zh-TW_18374826,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18374826.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_18374826_inference.wav,都已完成沟通协调,都已完成溝通協調,都已完成沟通協調,都已完成沟通协调,都已完成沟通协调,2.6118202209472656,1.1521213054656982,0.676358289925282,0.6383432745933533
common_voice_zh-TW_18374964,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18374964.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_18374964_inference.wav,增加了画面许多动感,增加了画面几度动感,增加的方便是只有壮丹,增加了画面几度动感,增加的方便是只有壮丹,1.9278250932693481,1.2801153659820557,0.35020178550971953,0.4697314202785492
common_voice_zh-TW_18374700,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18374700.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_18374700_inference.wav,可以看出明显转变的痕迹,可以看出明显转变的痕迹,可以看出明显蓝变的痕迹,可以看出明显转变的痕迹,可以看出明显蓝变的痕迹,2.3445794582366943,1.2475371360778809,0.5611288141454497,0.5652552247047424
common_voice_zh-TW_18374682,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18374682.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_18374682_inference.wav,还没有一个完整的雏型,還沒有一個完整的旅行,這樣就有一個完整的球形,还没有一个完整的旅行,这样就有一个完整的球形,1.9648240804672241,1.218313455581665,0.4727790968004895,0.4762438237667084
common_voice_zh-TW_18374770,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18374770.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_18374770_inference.wav,杨三郎出生于台北县永和,楊三郎出生於台北縣永和,楊三郎出生於台北縣元和,杨三郎出生于台北县永和,杨三郎出生于台北县元和,1.9240349531173706,1.266323447227478,0.5069828008298932,0.46569642424583435
common_voice_zh-TW_18123935,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18123935.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_18123935_inference.wav,用坚强的目光望向他,用堅強的目光望向他,用堅強的日光彎上頭,用坚强的目光望向他,用坚强的日光弯上头,2.0580742359161377,1.2573165893554688,0.5501566757379497,0.6106624603271484
common_voice_zh-TW_18123855,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18123855.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_18123855_inference.wav,表弟也搬到芦洲与他们同住,表弟也搬到儒州與他們同住,表弟也搬到芦洲与他们同住,表弟也搬到儒州与他们同住,表弟也搬到芦洲与他们同住,2.8356406688690186,1.1329662799835205,0.7169053758363266,0.7271860837936401
common_voice_zh-TW_18123720,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18123720.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_18123720_inference.wav,目前课表还找不到上课资料,目前課表還找不到上課資料,日前客表还找不到上课资料,目前课表还找不到上课资料,日前客表还找不到上课资料,3.0557913780212402,1.2777239084243774,0.8156134075687814,0.6392514705657959
common_voice_zh-TW_18123774,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18123774.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_18123774_inference.wav,新闻总是大吹特吹,新闻总是大吹特吹,新聞總是大垂特吃,新闻总是大吹特吹,新闻总是大垂特吃,3.1877853870391846,1.1383320093154907,0.7763930377471054,0.6782427430152893
common_voice_zh-TW_18123707,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18123707.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_18123707_inference.wav,以自己女儿们为模特儿,以自己女兒們為模特兒,以自己女兒們為模特兒,以自己女儿们为模特儿,以自己女儿们为模特儿,2.2747039794921875,1.2011927366256714,0.7420931210365908,0.6729902029037476
common_voice_zh-TW_18574350,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18574350.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_18574350_inference.wav,进行交流与互动的过程中,进行交流与互动的过程中,进行交流与互动的过程中,进行交流与互动的过程中,进行交流与互动的过程中,2.1202821731567383,1.1460562944412231,0.7387621342066953,0.6397982835769653
common_voice_zh-TW_18574813,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18574813.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_18574813_inference.wav,一定有什么过人的地方,一定有什么过人的地方,一定有什么过人的地方,一定有什么过人的地方,一定有什么过人的地方,2.81429123878479,1.4118413925170898,0.7030425967942476,0.7453237771987915
common_voice_zh-TW_18574392,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18574392.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_18574392_inference.wav,当小孩最重要的事,当小孩最重要的是...,让小孩最重要的是,当小孩最重要的是...,让小孩最重要的是,2.3382647037506104,1.0834757089614868,0.7441071897382356,0.7000946402549744
common_voice_zh-TW_18574710,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18574710.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_18574710_inference.wav,颜水龙出生于台南下营,盐水龙出生于台南厦营,岩水龍出生於台南薩嶺,盐水龙出生于台南厦营,岩水龙出生于台南萨岭,2.7009100914001465,1.2553480863571167,0.7109364598637513,0.6819431185722351
common_voice_zh-TW_18574355,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18574355.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_18574355_inference.wav,是先让效能提高,事先让效能提高,是先让效能提高,事先让效能提高,是先让效能提高,2.5399253368377686,1.238539457321167,0.6419873697245686,0.47220462560653687
common_voice_zh-TW_18574372,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18574372.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_18574372_inference.wav,所以现在社游照办地点未定,所以现在涉油照办地点未定,所以现在涉油照搬地点未定,所以现在涉油照办地点未定,所以现在涉油照搬地点未定,3.5322508811950684,1.5053966045379639,0.7756501164000935,0.6828438639640808
common_voice_zh-TW_17422988,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_17422988.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_17422988_inference.wav,基隆市的七堵、五堵,基隆市的七堵五堵,金融市的七堵五堵,基隆市的七堵五堵,金融市的七堵五堵,4.106671333312988,1.414768099784851,0.841971665838289,0.6918246746063232
common_voice_zh-TW_18797119,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18797119.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_18797119_inference.wav,供都市计划委员会参考,公都市计划委员会参考,工都市計劃委員會參考,公都市计划委员会参考,工都市计划委员会参考,1.7147186994552612,1.1162505149841309,0.4455239637414758,0.42949530482292175
common_voice_zh-TW_30735311,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30735311.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_30735311_inference.wav,公民科技相关的活动,公民科技相關的活動,共鳴科技相關的活動,公民科技相关的活动,共鸣科技相关的活动,2.614199638366699,1.2552672624588013,0.5196708339607427,0.6895612478256226
common_voice_zh-TW_18797128,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18797128.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_18797128_inference.wav,基本上我不赞成范老师的意见,基本上我不赞成范老师的意见,基本上我不贊成憤勞使的陰間,基本上我不赞成范老师的意见,基本上我不赞成愤劳使的阴间,2.0145044326782227,1.196061134338379,0.5670694823185527,0.4455640912055969
common_voice_zh-TW_30700195,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30700195.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_30700195_inference.wav,台北捷运芦洲支线,台北捷運龍舟支線,台北總會運動交機線,台北捷运龙舟支线,台北总会运动交机线,1.8663808107376099,1.143325686454773,0.6781118481299294,0.6719227433204651
common_voice_zh-TW_25368798,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_25368798.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_25368798_inference.wav,释出的原始码,释出的原始码,释出的原始码,释出的原始码,释出的原始码,2.3526856899261475,1.2291693687438965,0.5264368061136644,0.6340115070343018
common_voice_zh-TW_30882615,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_30882615.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_30882615_inference.wav,不用买电动摩托车,不用买电动摩托车,"不用耶,電動樓貨車",不用买电动摩托车,"不用耶,电动楼货车",1.6841717958450317,1.219147801399231,0.6814404705379439,0.5846774578094482
common_voice_zh-TW_18797103,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18797103.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_18797103_inference.wav,官方及非官方,官方及非官方,"1,2,3,",官方及非官方,"1,2,3,",1.9177477359771729,1.1272010803222656,0.5707950719775466,0.5323457717895508
common_voice_zh-TW_25042246,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_25042246.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_25042246_inference.wav,结果发现我又中了陷阱,結果發現我又中了陷阱,结果发现我又中了陷阱,结果发现我又中了陷阱,结果发现我又中了陷阱,2.643057107925415,1.4067342281341553,0.7920346801509701,0.4772524833679199
common_voice_zh-TW_25042181,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_25042181.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_25042181_inference.wav,区域的和平稳定与发展,区域的和平稳定与发展,區域的回平穩定與發展,区域的和平稳定与发展,区域的回平稳定与发展,1.9525119066238403,1.1873294115066528,0.5230636160335767,0.418166846036911
common_voice_zh-TW_25042160,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_25042160.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_25042160_inference.wav,依据调查报告所揭示的真相,依據調查報告所揭示的真相,依據調查報告所揭示的真相,依据调查报告所揭示的真相,依据调查报告所揭示的真相,3.248228073120117,1.3552823066711426,0.7743514259012514,0.5880208611488342
common_voice_zh-TW_25042095,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_25042095.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_25042095_inference.wav,前阵子也实地去走过两次,前阵子也拾地去走过两次,前阵子也失地去走过两次,前阵子也拾地去走过两次,前阵子也失地去走过两次,2.591209888458252,1.2438732385635376,0.6462871716385402,0.5914313793182373
common_voice_zh-TW_25042097,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_25042097.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_25042097_inference.wav,最近刚好有机会途经一趟,最近剛好有機會途徑一趟,最近剛好有機會圖親一下,最近刚好有机会途径一趟,最近刚好有机会图亲一下,2.2462761402130127,1.0738956928253174,0.6484906685735197,0.6663289070129395
common_voice_zh-TW_25042182,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_25042182.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_25042182_inference.wav,让沟通更有效、更周延,让沟通更有效更周延,"讓溝通更有效,更周延",让沟通更有效更周延,"让沟通更有效,更周延",2.6220977306365967,1.315122365951538,0.7147607655642891,0.5584539175033569
common_voice_zh-TW_25042124,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_25042124.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_25042124_inference.wav,远远超乎预期的事,遠遠超乎預期的事,遠遠超乎預期的是,远远超乎预期的事,远远超乎预期的是,3.0395498275756836,1.2476454973220825,0.6432627725378782,0.3739270269870758
common_voice_zh-TW_26659271,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26659271.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_26659271_inference.wav,两湖盆地是长江流域的心脏要地,兩湖盆地是長江流域的心臟要地,兩湖盆地是長江有餘的新藏藥物,两湖盆地是长江流域的心脏要地,两湖盆地是长江有余的新藏药物,2.0478813648223877,1.2072118520736694,0.6099354031399269,0.774376630783081
common_voice_zh-TW_27892155,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27892155.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_27892155_inference.wav,为平衡城乡差距,为平衡成相差距,為平衡成相差距,为平衡成相差距,为平衡成相差距,3.1601178646087646,1.2669291496276855,0.7183480455293977,0.5964475870132446
common_voice_zh-TW_27936023,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_27936023.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_27936023_inference.wav,都会想到可怕的房价,都会想到可怕的房价,都会想到可怕的房间,都会想到可怕的房价,都会想到可怕的房间,2.374732255935669,1.282658338546753,0.6882657641333542,0.43914690613746643
common_voice_zh-TW_26674875,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26674875.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_26674875_inference.wav,造成人民普遍的贫因,造成人民普遍的平殷,造成人民普遍的平定,造成人民普遍的平殷,造成人民普遍的平定,2.3501033782958984,1.1307883262634277,0.7694231572946514,0.5214387774467468
common_voice_zh-TW_26674905,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26674905.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_26674905_inference.wav,动量改变量的量值是五倍,動量改變量了兩值四五倍,動量改變量的量值是,动量改变量了两值四五倍,动量改变量的量值是,2.1781692504882812,1.1101093292236328,0.6602911993899051,0.6528134346008301
common_voice_zh-TW_26675049,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26675049.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_26675049_inference.wav,他的内在生活,他的内在生活,他的内在生活,他的内在生活,他的内在生活,2.9915778636932373,1.2442927360534668,0.5780708458623207,0.552377462387085
common_voice_zh-TW_26675051,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_26675051.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_26675051_inference.wav,钢球一公斤,甘草一公斤,跟隨一公斤,甘草一公斤,跟随一公斤,2.4537100791931152,1.0551092624664307,0.781477573106006,0.5488680601119995
common_voice_zh-TW_18504880,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18504880.mp3,/mnt/Internal/jieshiang/Inference_Result/FocalCodec/50HZ/commonvoice/noise/common_voice_zh-TW_18504880_inference.wav,区块链是今年最火热的科技趋势了,区块链是今年最火热的科技趋势了,区块链是今天最火热的科技趋势,区块链是今年最火热的科技趋势了,区块链是今天最火热的科技趋势,3.4019761085510254,1.2538220882415771,0.6974653931343755,0.4277281165122986
