file_name,original_path,inference_path,ground_truth,original_transcript_raw,inference_transcript_raw,original_transcript,inference_transcript,original_wer,inference_wer,dwer,utmos,pesq,stoi,speaker_similarity
1089-134686-0000,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/0.5s/merged/1089-134686-0000_original_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/0.5s/merged/1089-134686-0000_inference_merged.wav,HE HOPED THERE WOULD BE STEW FOR DINNER TURNIPS AND CARROTS AND BRUISED POTATOES AND FAT MUTTON PIECES TO BE LADLED OUT IN THICK PEPPERED FLOUR FATTENED SAUCE, he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce, is,he hoped there would be stew for dinner turnips and carrots and bruised potatoes and fat mutton pieces to be ladled out in thick peppered flour fattened sauce,is,0.0,1.0,1.0,1.2335405349731445,1.0644031763076782,0.17177248120679597,0.082753486931324
1089-134686-0001,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/0.5s/merged/1089-134686-0001_original_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/0.5s/merged/1089-134686-0001_inference_merged.wav,STUFF IT INTO YOU HIS BELLY COUNSELLED HIM," ""'Stuff it into you,' his belly counselled him.", to draw them to me for a little help.,stuff it into you his belly counselled him,to draw them to me for a little help,0.0,1.125,1.125,1.2433767318725586,1.0492676496505737,0.11803807464802622,-0.04653680697083473
1089-134686-0002,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/0.5s/merged/1089-134686-0002_original_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/0.5s/merged/1089-134686-0002_inference_merged.wav,AFTER EARLY NIGHTFALL THE YELLOW LAMPS WOULD LIGHT UP HERE AND THERE THE SQUALID QUARTER OF THE BROTHELS, After early nightfall the yellow lamps would light up here and there the squalid quarter of the brothels., I'm sorry.,after early nightfall the yellow lamps would light up here and there the squalid quarter of the brothels,im sorry,0.0,1.0,1.0,1.2344412803649902,1.0702831745147705,0.12079001727158956,0.10704593360424042
1089-134686-0004,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/0.5s/merged/1089-134686-0004_original_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/0.5s/merged/1089-134686-0004_inference_merged.wav,NUMBER TEN FRESH NELLY IS WAITING ON YOU GOOD NIGHT HUSBAND," Number 10. Fresh Nelly is waiting on you. Good night, husband.", Fuck.,number 10 fresh nelly is waiting on you good night husband,fuck,0.09090909090909091,1.0,0.9090909090909091,1.2381974458694458,1.040324091911316,0.26609035913978607,0.07367570698261261
1089-134686-0005,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/0.5s/merged/1089-134686-0005_original_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/0.5s/merged/1089-134686-0005_inference_merged.wav,THE MUSIC CAME NEARER AND HE RECALLED THE WORDS THE WORDS OF SHELLEY'S FRAGMENT UPON THE MOON WANDERING COMPANIONLESS PALE FOR WEARINESS, the music came nearer and he recalled the words the words of shelley's fragment upon the moon wandering companionless pale for weariness, I'm going to read it to you.,the music came nearer and he recalled the words the words of shelleys fragment upon the moon wandering companionless pale for weariness,im going to read it to you,0.0,1.0,1.0,1.2313122749328613,1.0397182703018188,0.031303444177075763,0.14201690256595612
1089-134686-0006,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/0.5s/merged/1089-134686-0006_original_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/0.5s/merged/1089-134686-0006_inference_merged.wav,THE DULL LIGHT FELL MORE FAINTLY UPON THE PAGE WHEREON ANOTHER EQUATION BEGAN TO UNFOLD ITSELF SLOWLY AND TO SPREAD ABROAD ITS WIDENING TAIL, the dull light fell more faintly upon the page whereon another equation began to unfold itself slowly and to spread abroad its widening tail," So I'm talking to you now, I'm playing for the state. I'm going to get my hat off to you. I'm going to get my hat off to you.",the dull light fell more faintly upon the page whereon another equation began to unfold itself slowly and to spread abroad its widening tail,so im talking to you now im playing for the state im going to get my hat off to you im going to get my hat off to you,0.0,1.125,1.125,1.229698657989502,1.0616732835769653,0.12402637811244166,0.12817281484603882
1089-134686-0007,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/0.5s/merged/1089-134686-0007_original_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/0.5s/merged/1089-134686-0007_inference_merged.wav,A COLD LUCID INDIFFERENCE REIGNED IN HIS SOUL," A cold, lucid indifference reigned in his soul.", I need to talk with you today.,a cold lucid indifference reigned in his soul,i need to talk with you today,0.0,1.0,1.0,1.2349330186843872,1.0977833271026611,0.044741929950843556,0.15224996209144592
1089-134686-0008,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/0.5s/merged/1089-134686-0008_original_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/0.5s/merged/1089-134686-0008_inference_merged.wav,THE CHAOS IN WHICH HIS ARDOUR EXTINGUISHED ITSELF WAS A COLD INDIFFERENT KNOWLEDGE OF HIMSELF," The chaos in which his ardor extinguished itself was a cold indifferent knowledge of himself,"," I'm a bit afraid of someone to eat, but I'm not afraid of the small, so I'll give you both a two, four, five, six, seven, eight, nine, ten, eleven, twelve,",the chaos in which his ardor extinguished itself was a cold indifferent knowledge of himself,im a bit afraid of someone to eat but im not afraid of the small so ill give you both a two four five six seven eight nine ten eleven twelve,0.06666666666666667,2.0,1.9333333333333333,1.2324626445770264,1.0345604419708252,0.04329048093115421,0.028776535764336586
1089-134686-0009,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/0.5s/merged/1089-134686-0009_original_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/0.5s/merged/1089-134686-0009_inference_merged.wav,AT MOST BY AN ALMS GIVEN TO A BEGGAR WHOSE BLESSING HE FLED FROM HE MIGHT HOPE WEARILY TO WIN FOR HIMSELF SOME MEASURE OF ACTUAL GRACE," At most, by an alms given to a beggar whose blessing he fled from, he might hope wearily to win for himself some measure of actual grace."," The teachers are in the room, watching all of the art, and all of the fun. All of the best people in the world, all of the format, and so much more. Perfect.",at most by an alms given to a beggar whose blessing he fled from he might hope wearily to win for himself some measure of actual grace,the teachers are in the room watching all of the art and all of the fun all of the best people in the world all of the format and so much more perfect,0.0,1.1851851851851851,1.1851851851851851,1.229997158050537,1.1963533163070679,0.10724168058143632,0.1778850555419922
1089-134686-0010,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/0.5s/merged/1089-134686-0010_original_merged.wav,/mnt/Internal/jieshiang/Inference_Result/LSCodec/25Hz/librispeech_recon/0.5s/merged/1089-134686-0010_inference_merged.wav,WELL NOW ENNIS I DECLARE YOU HAVE A HEAD AND SO HAS MY STICK," ""'Well now, Ennis, I declare you have a head and so has my stick.'"," Oh, no, it's not. Yeah, it must be. It's always just...",well now ennis i declare you have a head and so has my stick,oh no its not yeah it must be its always just,0.0,1.0,1.0,1.2377989292144775,1.0484304428100586,0.11978417534461158,0.18385453522205353
