file_name,original_path,inference_path,ground_truth,original_transcript_raw,inference_transcript_raw,original_transcript,inference_transcript,utmos,pesq,stoi,speaker_similarity,original_cer,inference_cer,dcer
common_voice_zh-TW_19485265,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19485265.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_zh_CN_recon/noise/common_voice_zh-TW_19485265_inference.wav,大家都以为自己才是对的,大家都以为自己才是对的,大家都以為讓警察是累的,大家都以为自己才是对的,大家都以为让警察是累的,1.5458050966262815,1.043233036994934,0.1222627160542471,0.0300462916493415,0.0,0.36363636363636365,0.36363636363636365
common_voice_zh-TW_19485305,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19485305.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_zh_CN_recon/noise/common_voice_zh-TW_19485305_inference.wav,坚持理念，逐渐站稳脚步,堅持理念逐漸站穩腳步,金池裡面變趙雲腳踝,坚持理念逐渐站稳脚步,金池里面变赵云脚踝,1.7044683694839478,1.0250694751739502,0.1260794641385399,-0.0353344418108463,0.09090909090909091,0.9090909090909091,0.8181818181818181
common_voice_zh-TW_19485275,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19485275.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_zh_CN_recon/noise/common_voice_zh-TW_19485275_inference.wav,更蕴含极高的商业价值,更蘊含極高的商業價值,各院行刀者三元恰恰,更蕴含极高的商业价值,各院行刀者三元恰恰,1.507203459739685,1.0315176248550415,0.1307717394939569,-0.0231134574860334,0.0,1.0,1.0
common_voice_zh-TW_19485323,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19485323.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_zh_CN_recon/noise/common_voice_zh-TW_19485323_inference.wav,看到很废的文章的时候,看到很废的文章的时候,看到跟飛虎一樣的時候,看到很废的文章的时候,看到跟飞虎一样的时候,1.6666074991226196,1.043994665145874,0.1358683799925386,0.0928868725895881,0.0,0.5,0.5
common_voice_zh-TW_19485322,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19485322.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_zh_CN_recon/noise/common_voice_zh-TW_19485322_inference.wav,指定建筑线之现有巷道,指定建筑线之线有相当,是金金祖先知写的上了,指定建筑线之线有相当,是金金祖先知写的上了,2.2954766750335693,1.0264692306518557,0.0063381601308774,0.056572537869215,0.3,1.0,0.7
common_voice_zh-TW_19485273,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19485273.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_zh_CN_recon/noise/common_voice_zh-TW_19485273_inference.wav,这一百万花不完，今晚不准回家,這一百萬花不完 今晚不准回家,這條好多人聽完故作,这一百万花不完今晚不准回家,这条好多人听完故作,1.5089002847671509,1.040125846862793,0.1510740556242981,0.1351076066493988,0.07142857142857142,0.8571428571428571,0.7857142857142857
common_voice_zh-TW_19485300,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_19485300.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_zh_CN_recon/noise/common_voice_zh-TW_19485300_inference.wav,集中力量，以维持国际和平及安全,集中力量以维持国际和平及安全,她只知道她的母親和她的父親,集中力量以维持国际和平及安全,她只知道她的母亲和她的父亲,1.45661723613739,1.0329186916351318,0.112340819122059,-0.0749657079577446,0.06666666666666667,0.9333333333333333,0.8666666666666667
common_voice_zh-TW_18374965,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18374965.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_zh_CN_recon/noise/common_voice_zh-TW_18374965_inference.wav,其实我们都有做了,其實我們都有做了,其實我們都有做了,其实我们都有做了,其实我们都有做了,2.21337366104126,1.0396313667297363,0.0810187653451489,0.1582256853580474,0.0,0.0,0.0
common_voice_zh-TW_18374909,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18374909.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_zh_CN_recon/noise/common_voice_zh-TW_18374909_inference.wav,在艺术评价上颇高,在一速平价上火高,在一束印加上普告,在一速平价上火高,在一束印加上普告,1.7192485332489014,1.0411028861999512,0.1511018945041971,0.1413302719593048,0.5,0.75,0.25
common_voice_zh-TW_18374826,/mnt/Internal/jieshiang/Noise_Result/common_voice/cv-corpus-22.0-2025-06-20/zh-TW/clips/common_voice_zh-TW_18374826.mp3,/mnt/Internal/jieshiang/Inference_Result/LSCodec/50Hz/common_voice_zh_CN_recon/noise/common_voice_zh-TW_18374826_inference.wav,都已完成沟通协调,都已完成溝通協調,都已完整脱空戒掉,都已完成沟通协调,都已完整脱空戒掉,2.056337118148804,1.0447688102722168,0.1063460128786831,0.118759848177433,0.0,0.625,0.625
