file_name,file_path,duration,transcription,speaker_id,asr_result,cer,MOS_Quality,MOS_Naturalness,TER
447_1707101455_52606_262.46_264.2,./mdcc/dataset/audio/447_1707101455_52606_262.46_264.2.wav,1.740000000000009,佢用腳踢開門,447,他用腳踢開門,0.1666666666666666,3.946357488632202,3.455170154571533,0.1666666666666666
447_1711162014_37422_1025.26_1028.16,./mdcc/dataset/audio/447_1711162014_37422_1025.26_1028.16.wav,2.900000000000091,中央大學係個散步嘅好地方,447,中央大學是個散步的好地方,0.1666666666666666,2.8274643421173096,2.738964319229126,0.0833333333333333
447_1709172219_73898_248.4_250.48,./mdcc/dataset/audio/447_1709172219_73898_248.4_250.48.wav,2.079999999999984,至少該有一次,447,至少该有一次,0.1666666666666666,4.210456848144531,4.077781200408936,0.1666666666666666
447_1804052043_35089_211.32_214.59,./mdcc/dataset/audio/447_1804052043_35089_211.32_214.59.wav,3.2700000000000102,不迷信名牌不盲目追捧潮流,447,不迷信名牌不麻木追捧潮流,0.1666666666666666,4.3022966384887695,3.62690782546997,0.0
447_1709011939_64727_812.06_814.14,./mdcc/dataset/audio/447_1709011939_64727_812.06_814.14.wav,2.080000000000041,觸起英雄下淚,447,捉起英雄下淚,0.1666666666666666,3.8769900798797607,3.560077428817749,0.0
447_1711162014_37422_895.3_898.6,./mdcc/dataset/audio/447_1711162014_37422_895.3_898.6.wav,3.300000000000068,中山陵全部用青白兩個顏色,447,中山寧全部用清白兩個顏色,0.1666666666666666,3.5680043697357178,2.6714234352111816,0.0
447_1708011255_35688_464.02_466.02,./mdcc/dataset/audio/447_1708011255_35688_464.02_466.02.wav,2.0,馬頭一律向左,447,碼頭一律向左,0.1666666666666666,3.9516968727111816,3.7992560863494873,0.0
447_1709011939_95079_746.96_750.4,./mdcc/dataset/audio/447_1709011939_95079_746.96_750.4.wav,3.439999999999941,心裏面就希望唔好出現問題,447,心裏面就希望不要出現問題,0.1666666666666666,3.815303087234497,4.016785621643066,0.1666666666666666
447_1711162014_37422_1098.9_1101.92,./mdcc/dataset/audio/447_1711162014_37422_1098.9_1101.92.wav,3.019999999999982,但係南京人都話鹽水鴨更好,447,但南京人都說鹽水鴨更好,0.1666666666666666,3.777229070663452,2.529618501663208,0.1666666666666666
447_1709011939_95079_620.38_622.24,./mdcc/dataset/audio/447_1709011939_95079_620.38_622.24.wav,1.8600000000000136,投下所有注錢,447,投下所有注钱,0.1666666666666666,4.701654434204102,3.49965238571167,0.1666666666666666
447_1707171718_26643_374.72_378.0,./mdcc/dataset/audio/447_1707171718_26643_374.72_378.0.wav,3.2799999999999727,說話永遠唔可以只係聽一半,447,說話永遠不可以只是聽一半,0.1666666666666666,4.524184226989746,3.864284038543701,0.0833333333333333
447_1711162148_91850_312.19_315.44,./mdcc/dataset/audio/447_1711162148_91850_312.19_315.44.wav,3.25,父親進一步嘗到人生嘅酸辛,447,父親進一步嘗到人生的酸身,0.1666666666666666,3.852130651473999,2.7755231857299805,0.0833333333333333
447_1707101455_19712_229.14_231.14,./mdcc/dataset/audio/447_1707101455_19712_229.14_231.14.wav,2.0,於是繼續去瞓,447,於是繼續去睡,0.1666666666666666,4.205228328704834,4.087794303894043,0.1666666666666666
447_1711162014_37422_192.66_194.66,./mdcc/dataset/audio/447_1711162014_37422_192.66_194.66.wav,2.0,揀住路去臺城,447,揀住路去台城,0.1666666666666666,4.232216835021973,3.192079305648804,0.0
447_1804052017_95887_651.2_652.96,./mdcc/dataset/audio/447_1804052017_95887_651.2_652.96.wav,1.759999999999991,身體不合比例,447,身体不合比例,0.1666666666666666,4.543417930603027,3.762739896774292,0.1666666666666666
447_1709011939_42418_1145.1_1146.99,./mdcc/dataset/audio/447_1709011939_42418_1145.1_1146.99.wav,1.8900000000001,學校就喺旁邊,447,學校就在旁邊,0.1666666666666666,4.149392127990723,3.6099371910095215,0.1666666666666666
447_1707101455_52606_169.66_171.55,./mdcc/dataset/audio/447_1707101455_52606_169.66_171.55.wav,1.8900000000000148,對客人好客氣,447,對客人很客氣,0.1666666666666666,3.584936618804932,3.230497360229492,0.1666666666666666
447_1711162014_41427_754.9_758.44,./mdcc/dataset/audio/447_1711162014_41427_754.9_758.44.wav,3.5400000000000773,從此聲聞岩之下聽唔見歌聲,447,從此聲聞癌之下聽不見歌聲,0.1666666666666666,4.357685089111328,3.774036407470703,0.0833333333333333
447_1708011255_45628_309.44_311.36,./mdcc/dataset/audio/447_1708011255_45628_309.44_311.36.wav,1.920000000000016,除非我都坐監,447,除非我都坐监,0.1666666666666666,4.423823356628418,3.544793605804444,0.1666666666666666
447_1711162014_37422_105.78_108.70001,./mdcc/dataset/audio/447_1711162014_37422_105.78_108.70001.wav,2.920010000000005,到處都有啲時代侵蝕嘅遺痕,447,到處都有些時代侵蝕的遺痕,0.1666666666666666,4.34390926361084,3.161662340164185,0.0833333333333333
447_1709011939_91833_1059.32_1060.8,./mdcc/dataset/audio/447_1709011939_91833_1059.32_1060.8.wav,1.4800000000000182,我重新坐起嚟,447,我重新坐起来,0.1666666666666666,4.212747097015381,3.568324089050293,0.1666666666666666
447_1711162135_88605_258.32_261.24,./mdcc/dataset/audio/447_1711162135_88605_258.32_261.24.wav,2.920000000000016,說時遲那時快順住燈光一睇,447,說時遲那時快 順著燈光一睇,0.1666666666666666,2.9291558265686035,2.644296646118164,0.0833333333333333
447_1707171718_26643_429.56_431.68,./mdcc/dataset/audio/447_1707171718_26643_429.56_431.68.wav,2.1200000000000045,而且係大律師,447,而且是大律師,0.1666666666666666,4.457282066345215,4.111086368560791,0.0
447_1707101455_52606_367.36_371.08,./mdcc/dataset/audio/447_1707101455_52606_367.36_371.08.wav,3.7199999999999696,總經理嘅講話照例都係廢話,447,總經理的講話照例都是廢話,0.1666666666666666,3.1372063159942627,3.63604187965393,0.0833333333333333
447_1709011939_95079_596.62_598.4,./mdcc/dataset/audio/447_1709011939_95079_596.62_598.4.wav,1.7799999999999727,我叫楚霸王啊,447,我叫楚霸王,0.1666666666666666,4.158094882965088,3.505192279815674,0.1666666666666666
447_1804052005_91865_613.76_616.96,./mdcc/dataset/audio/447_1804052005_91865_613.76_616.96.wav,3.200000000000045,可惜錦囊卻冇提供解決之道,447,可惜錦囊卻沒有提供解決之道,0.1666666666666666,4.614718437194824,3.777821063995361,0.0833333333333333
447_1709172219_73898_251.02_253.06,./mdcc/dataset/audio/447_1709172219_73898_251.02_253.06.wav,2.039999999999992,當然越多越好,447,当然越多越好,0.1666666666666666,4.118994235992432,3.684683799743652,0.3333333333333333
447_1711162135_13027_278.4_282.95,./mdcc/dataset/audio/447_1711162135_13027_278.4_282.95.wav,4.550000000000011,我哋第一次每個人都感覺到中國係自己㗎,447,我們第一次每個人都感覺到中國是自己的,0.1666666666666666,3.85721755027771,2.279432535171509,0.1111111111111111
447_1708011255_45628_161.54_163.28,./mdcc/dataset/audio/447_1708011255_45628_161.54_163.28.wav,1.740000000000009,因為都係舊聞,447,因為都是舊聞,0.1666666666666666,4.429229736328125,3.563229560852051,0.0
447_1709011939_16988_367.28_369.33,./mdcc/dataset/audio/447_1709011939_16988_367.28_369.33.wav,2.050000000000012,由佢化身為蛇,447,由他化身為蛇,0.1666666666666666,4.441651821136475,3.95912766456604,0.1666666666666666
447_1810221419_16686_352.76_354.46,./mdcc/dataset/audio/447_1810221419_16686_352.76_354.46.wav,1.6999999999999886,算係投桃報李,447,算是投桃報李,0.1666666666666666,4.627272605895996,3.5708909034729004,0.0
447_1710291807_41045_362.88_366.3,./mdcc/dataset/audio/447_1710291807_41045_362.88_366.3.wav,3.420000000000016,我越嚟越明白有啲青年男女,447,我越来越明白有些青年男女,0.1666666666666666,3.897157907485962,3.438985824584961,0.0833333333333333
447_1709011939_16988_484.0_485.84,./mdcc/dataset/audio/447_1709011939_16988_484.0_485.84.wav,1.839999999999975,要受品格審查,447,要受品格审查,0.1666666666666666,4.479638576507568,3.82220458984375,0.1666666666666666
447_1709011939_89895_748.52_751.54,./mdcc/dataset/audio/447_1709011939_89895_748.52_751.54.wav,3.019999999999982,可愛同時可恨,447,可愛 同時可恨,0.1666666666666666,4.595361709594727,3.7746191024780273,0.0
