file_name,file_path,duration,transcription,speaker_id,asr_result,wer,MOS_Quality,MOS_Naturalness,TER
VIVOSSPK35_082,./tiengviet/vivos_data/train/waves/VIVOSSPK35/VIVOSSPK35_082.wav,10.4375,HÔM NAY GIẢI SẼ TIẾP TỤC DIỄN RA VỚI HAI TRẬN ĐÁNH ĐƠN CÒN LẠI,VIVOSSPK35, Hôm nay giải sẽ tiếp tục diễn ra với 2 trận đánh đơn còn lại.,1.0,3.9045498371124263,3.106698513031006,0.0666666666666666
VIVOSSPK35_043,./tiengviet/vivos_data/train/waves/VIVOSSPK35/VIVOSSPK35_043.wav,13.46875,THEO CÁC CHUYÊN GIA DINH DƯỠNG ĐÂY LÀ LOẠI THỰC PHẨM THIẾU DINH DƯỠNG NGƯỜI TIÊU DÙNG NÊN HẠN CHẾ SỬ DỤNG,VIVOSSPK35," Theo các chuyên gia dinh dưỡng, đây là loại thực phẩm thiếu dinh dưỡng, người tiêu dùng nên hạn chế sử dụng.",1.0,4.328116893768311,3.953816175460816,0.0
VIVOSSPK35_071,./tiengviet/vivos_data/train/waves/VIVOSSPK35/VIVOSSPK35_071.wav,14.75,NHIỀU THỊ TRƯỞNG Ở KHẮP NƠI TRÊN THẾ GIỚI ĐANG ĐẶT CUỘC CHIẾN CHỐNG KHỦNG HOẢNG GIAO THÔNG VÀ BẢO VỆ KHÍ HẬU LÊN HÀNG ĐẦU,VIVOSSPK35, Nhiều thị trưởng ở khắp nơi trên thế giới đang đặt cuộc chiến chống khủng hoảng giao thông và bảo vệ khí hậu lên hàng đầu.,1.0,4.314073085784912,2.7618963718414307,0.0
VIVOSSPK35_217,./tiengviet/vivos_data/train/waves/VIVOSSPK35/VIVOSSPK35_217.wav,8.71875,DOANH NGHIỆP ĐANG PHẢI TRẢ LÃI SUẤT CAO KHI VAY VỚI LÃI SUẤT THỎA THUẬN,VIVOSSPK35, Doanh nghiệp đang phải trả lãi suất cao khi vay với lãi suất thỏa thuận,1.0,3.7491977214813232,3.64139986038208,0.0
VIVOSSPK35_137,./tiengviet/vivos_data/train/waves/VIVOSSPK35/VIVOSSPK35_137.wav,12.84375,MẶC DÙ VẬY NGƯỜI TA CŨNG SẼ LUÔN CỐ GẮNG BẰNG VIỆC NẮN BÓ TRƯỚC,VIVOSSPK35," Mặc dù vậy, người ta cũng sẽ luôn cố gắng bằng việc nắng bó trước.",1.0,4.025110244750977,2.981855869293213,0.0
VIVOSSPK35_014,./tiengviet/vivos_data/train/waves/VIVOSSPK35/VIVOSSPK35_014.wav,10.5,TRANH CỦA TÔI ĐÃ BỊ TÁCH RA KHỎI BỐI CẢNH BAN ĐẦU VÀ BỊ ĐƯA VÀO MỘT NỘI DUNG HOÀN TOÀN KHÁC BIỆT,VIVOSSPK35, Tranh của tôi đã bị tách ra khỏi bối cảnh ban đầu và bị đưa vào một nội dung hoàn toàn khác biệt.,1.0,4.35215950012207,2.98662543296814,0.0
VIVOSSPK35_147,./tiengviet/vivos_data/train/waves/VIVOSSPK35/VIVOSSPK35_147.wav,11.625,DỰ THẢO ĐÃ KHÔNG PHÂN BIỆT CÔNG TRÌNH QUY MÔ LỚN HAY NHỎ CÓ THỂ LÀ CHÚNG TÔI CHƯA TÍNH HẾT CHUYỆN NÀY,VIVOSSPK35," Dự thảo đã không phân biệt công trình quy mô lớn hay nhỏ, có thể là chúng tôi chưa tính hết chuyện này.",1.0,4.648492336273193,3.143782138824463,0.0
VIVOSSPK35_061,./tiengviet/vivos_data/train/waves/VIVOSSPK35/VIVOSSPK35_061.wav,12.9375,TÔI GIỮ CHẶT ÔNG TA NHÌN THẲNG VÀO ĐÔI MẮT HOANG MANG CỦA ÔNG ẤY VÀ NÓI RẰNG HÃY LÀM THEO NHỮNG GÌ TÔI BẢO,VIVOSSPK35, Tôi giữ chặt ông ta nhìn thẳng vào đôi mắt hoang mang của ông ấy và nói rằng hãy làm theo những gì tôi bảo,1.0,4.424817085266113,2.686264514923096,0.0
VIVOSSPK35_140,./tiengviet/vivos_data/train/waves/VIVOSSPK35/VIVOSSPK35_140.wav,11.0,TRONG KHI ĐÓ MÀU TRẮNG ĐEM LẠI CHO BẠN VẺ THƠ NGÂY THUẦN KHIẾT THẬT TRONG SÁNG,VIVOSSPK35," Trong khi đó, màu trắng đem lại cho bạn vẽ thơ ngay, thuần khiết, thật trong sáng.",1.0,4.1624250411987305,3.888587236404419,0.0588235294117647
VIVOSSPK35_190,./tiengviet/vivos_data/train/waves/VIVOSSPK35/VIVOSSPK35_190.wav,10.1875,BƯỚC VÀO NHÀ MỆ CHI LÀ THẤY NGAY KHÔNG KHÍ BÓNG ĐÁ ẢNH PHI TÂN,VIVOSSPK35, Bước vào nhà mệ chi là thấy ngay không khí bóng đá ảnh phi tân.,1.0,3.957228422164917,3.651892900466919,0.0
VIVOSSPK35_042,./tiengviet/vivos_data/train/waves/VIVOSSPK35/VIVOSSPK35_042.wav,14.5,AI ĐÓ CÓ HAY KHÔNG CẦM NHỮNG ĐỒNG TIỀN LÀM LUẬT HÔM QUA LÀ ĐÃ TIẾP TAY GÂY RA NHỮNG CÁI CHẾT ĐÁNG THƯƠNG HÔM NAY VÀ NGÀY MAI,VIVOSSPK35, Ai đó có hay không cầm những đồng tiền làm luật hôm qua là đã tiếp tay gây ra những cái chết đáng thương hôm nay và ngày mai.,1.0,4.339812278747559,2.950968980789185,0.0
VIVOSSPK35_210,./tiengviet/vivos_data/train/waves/VIVOSSPK35/VIVOSSPK35_210.wav,12.0,CÔNG VIỆC NẶNG NHỌC KHIẾN HÀNG NGÀN NGƯỜI PHẢI BỎ MẠNG VÀ MẶT ĐƯỜNG THẤM MÁU CỦA HỌ,VIVOSSPK35, Công việc nặng nhọc khiến hàng ngàn người bỏ mạng và mặc đường thấm máu của họ,1.0,4.25335693359375,2.990052461624145,0.0555555555555555
VIVOSSPK35_234,./tiengviet/vivos_data/train/waves/VIVOSSPK35/VIVOSSPK35_234.wav,13.96875,NGOÀI RA CHƯƠNG TRÌNH CÒN CÓ CÁC NGHỆ SĨ PHƯƠNG QUANG THANH TUẤN ĐỨC LỢI HỀ SA TRỌNG PHÚC NGÂN HUỆ MỸ HẰNG NGÂN VƯƠNG HIẾU CẢNH,VIVOSSPK35," Ngoài ra chương trình còn có các nghệ sĩ Phương Quang, Thanh Tuấn, Đức Lợi, Hề Sa, Trọng Phúc, Ngân Huệ, Mỹ Hằng, Ngân Vương, Hiếu Cảnh.",1.0,4.2820539474487305,3.306128025054932,0.0
VIVOSSPK35_046,./tiengviet/vivos_data/train/waves/VIVOSSPK35/VIVOSSPK35_046.wav,11.8125,NÀY BÉ CON CON CHÍNH LÀ MÙA XUÂN ẤM CỦA ÔNG BÀ CỦA BỐ MẸ CON,VIVOSSPK35," Này bé con con, chính là mùa xuân ấm của ông bà, của bố mẹ con.",1.0,4.628509521484375,3.042093276977539,0.0
VIVOSSPK35_232,./tiengviet/vivos_data/train/waves/VIVOSSPK35/VIVOSSPK35_232.wav,13.4375,CÁC KÍNH CHIẾU HẬU ỐNG XẢ VÀ ỐNG NHIÊN LIỆU ĐƯỢC LÀM BẰNG ĐÁ TRẮNG CÁC BÁNH XE LÀM BẰNG ĐÁ XANH MÀU BÙN,VIVOSSPK35," Các kính chiếu hậu, ống xả và ống nhiên liệu được làm bằng đá trắng, các bánh xe làm bằng đá xanh màu bùn.",1.0,4.4486846923828125,3.2859947681427,0.0
VIVOSSPK36_161,./tiengviet/vivos_data/train/waves/VIVOSSPK36/VIVOSSPK36_161.wav,4.5625,ĐÂU BIẾT RẰNG LÒNG TÔI RẤT ĐAU KHI NHỚ ĐẾN CHUYỆN CÙNG HIỀN ANH T,VIVOSSPK36, Đâu biết rằng lòng tôi rất đau khi nhớ chuyện cùng Huyền Anh Tê.,1.0,4.3083038330078125,3.3863754272460938,0.1428571428571428
VIVOSSPK35_225,./tiengviet/vivos_data/train/waves/VIVOSSPK35/VIVOSSPK35_225.wav,12.25,ĐỂ THẤU HIỂU ĐƯỢC MỘT SỰ THẬT CẦN CÓ HAI NGƯỜI MỘT NGƯỜI ĐỂ NÓI VÀ MỘT NGƯỜI ĐỂ LẮNG NGHE,VIVOSSPK35," Để thấu hiểu được một sự thật, cần có hai người, một người để nói và một người để lắng nghe.",1.0,4.1788716316223145,2.985257625579834,0.0
VIVOSSPK35_016,./tiengviet/vivos_data/train/waves/VIVOSSPK35/VIVOSSPK35_016.wav,10.78125,ĐỒNG BÀO LẠI TÌM ĐẾN CÁCH TUYÊN TRUYỀN CHO LÍNH DÕNG ĐỌC BÁO ĐỂ LÀM BINH VẬN,VIVOSSPK35, Đồng bào lại tìm đến cách tuyên truyền cho lính giọng đọc báo để làm binh vận.,1.0,3.955743551254273,3.183232545852661,0.0588235294117647
VIVOSSPK08_T006,./tiengviet/vivos_data/train/waves/VIVOSSPK08/VIVOSSPK08_T006.wav,2.8125,NỮ NHÂN VIỆT CÒN COI ĐƯỢC CHÚT,VIVOSSPK08, Nữ nhân Việt còn coi được chút.,1.0,4.182613372802734,3.424635410308838,0.0
VIVOSSPK08_R067,./tiengviet/vivos_data/train/waves/VIVOSSPK08/VIVOSSPK08_R067.wav,2.8125,THU HÚT SỰ CHÚ Ý CỦA NGƯỜI ĐỐI DIỆN,VIVOSSPK08, thu hút sự chú ý của người đối diện.,1.0,4.2605719566345215,3.383714199066162,0.0
VIVOSSPK08_R078,./tiengviet/vivos_data/train/waves/VIVOSSPK08/VIVOSSPK08_R078.wav,3.25,CÓ THỂ KHIẾN NGƯỜI BỊ SA THẢI CẢM THẤY NGỘT NGẠT,VIVOSSPK08, có thể khiến người bị sa thải cảm thấy ngột ngạt.,1.0,3.937493562698364,3.572029829025269,0.0
VIVOSSPK08_R031,./tiengviet/vivos_data/train/waves/VIVOSSPK08/VIVOSSPK08_R031.wav,2.1875,MÀ RƯNG RỨC CẢ LÒNG,VIVOSSPK08, mà rưng rứt cả lòng.,1.0,4.110706329345703,2.947986125946045,0.0
VIVOSSPK08_R180,./tiengviet/vivos_data/train/waves/VIVOSSPK08/VIVOSSPK08_R180.wav,3.96875,TÔI TỰ AN ỦI MÌNH NHƯ THẾ ĐỂ VƯỢT QUA SỰ TỰ TI,VIVOSSPK08, Tôi tự an ủi mình như thế để vượt qua sự tự ti.,1.0,3.979543209075928,3.054537296295166,0.0
VIVOSSPK08_T005,./tiengviet/vivos_data/train/waves/VIVOSSPK08/VIVOSSPK08_T005.wav,4.9375,NAM TỬ VIỆT ĐẠI HẠ NHÂN ĐẦU ĐỘI QUYỀN CHÂN ĐẠP NGHĨA,VIVOSSPK08, Nam tử Việt đại hạ nhân đầu đội quyền chân đập nghĩa,1.0,3.984821796417236,3.4873030185699463,0.0
VIVOSSPK08_R003,./tiengviet/vivos_data/train/waves/VIVOSSPK08/VIVOSSPK08_R003.wav,4.3125,VÀ THỦ THỈ KHI CHỮNG CHÚ CHIM VỖ CÁNH BAY QUA,VIVOSSPK08, Và thủ thủy khi chững chú chim vỗ cánh bay qua.,1.0,4.287690162658691,2.811694383621216,0.0
VIVOSSPK08_R048,./tiengviet/vivos_data/train/waves/VIVOSSPK08/VIVOSSPK08_R048.wav,2.625,SÂN KHẤU CHỈ TOÀN MỘT MÀU ĐEN,VIVOSSPK08, Sân khấu chỉ toàn một màu đen.,1.0,3.916306495666504,3.7097692489624015,0.0
VIVOSSPK08_R027,./tiengviet/vivos_data/train/waves/VIVOSSPK08/VIVOSSPK08_R027.wav,3.25,CHẮC CHẮN CÁC CHÀNG SẼ CÓ QUYẾT ĐỊNH NHANH NHẤT,VIVOSSPK08, Chắc chắn các chàng sẽ có quyết định nhanh nhất,1.0,4.024094104766846,3.572500944137573,0.0
VIVOSSPK08_R194,./tiengviet/vivos_data/train/waves/VIVOSSPK08/VIVOSSPK08_R194.wav,3.25,NHƯ KIỂU ĐÁNH BẠC VỚI RỦI RO,VIVOSSPK08, Như kiểu đánh bạc với rủi ro.,1.0,4.0170578956604,3.3783180713653564,0.0
VIVOSSPK08_T024,./tiengviet/vivos_data/train/waves/VIVOSSPK08/VIVOSSPK08_T024.wav,3.375,LÀM VIỆC THÌ CHẬM MÀ CỨ ĐÒI TĂNG LƯƠNG,VIVOSSPK08, Làm việc thì chậm mà cứ đòi tăng lương.,1.0,3.5622401237487797,3.3591582775115967,0.0
VIVOSSPK08_R091,./tiengviet/vivos_data/train/waves/VIVOSSPK08/VIVOSSPK08_R091.wav,4.875,BẰNG CHỨNG CỦA CÔNG TÁC VỆ SINH NÀY LÀ ĐÁM DỬ GHÈN XUẤT HIỆN MỖI SÁNG,VIVOSSPK08, Bằng chứng của công tác vệ sinh này là đám dữ ghen xuất hiện mỗi sáng.,1.0,4.193161010742188,3.252936840057373,0.125
VIVOSSPK08_R149,./tiengviet/vivos_data/train/waves/VIVOSSPK08/VIVOSSPK08_R149.wav,1.625,MẤT NGỦ,VIVOSSPK08, Mất ngủ,1.0,3.5684056282043457,3.2974348068237305,0.0
VIVOSSPK08_R053,./tiengviet/vivos_data/train/waves/VIVOSSPK08/VIVOSSPK08_R053.wav,2.40625,ĐAU KHỔ TIỄN ĐƯA NGƯỜI HỌC TRÒ,VIVOSSPK08, Đau khổ tiện đưa người học trò.,1.0,4.242608070373535,3.861070871353149,0.0
VIVOSSPK08_R077,./tiengviet/vivos_data/train/waves/VIVOSSPK08/VIVOSSPK08_R077.wav,2.5625,HAI QUẢ THẬN LÀ CƠ QUAN CHỦ YẾU,VIVOSSPK08, Hai quả thận là cơ quan chủ yếu.,1.0,4.046587944030762,3.5244479179382324,0.0
VIVOSSPK08_R137,./tiengviet/vivos_data/train/waves/VIVOSSPK08/VIVOSSPK08_R137.wav,4.1875,VÀ MIẾNG CƠM CHƯA VỮNG VĂNG TUNG TÓE ĐẦY SÀN,VIVOSSPK08, Và miếng cơm chưa vẫn văng tung tué đầy sàng.,1.0,4.008424758911133,3.7212703227996826,0.1
VIVOSSPK08_R148,./tiengviet/vivos_data/train/waves/VIVOSSPK08/VIVOSSPK08_R148.wav,3.4375,VÀ YÊU CẦU ĐƯỢC MANG THEO THI THỂ ĐỒNG BỌN,VIVOSSPK08, và yêu cầu được mang theo thi thể đồng bọn.,1.0,4.085017681121826,3.604330539703369,0.0
VIVOSSPK08_R107,./tiengviet/vivos_data/train/waves/VIVOSSPK08/VIVOSSPK08_R107.wav,2.8125,CHO NHỮNG KHU VỰC TRŨNG THẤP TRÊN LƯU VỰC,VIVOSSPK08, cho những khu vực trụng thấp trên lưu vực.,1.0,4.007071495056152,3.558204412460327,0.1111111111111111
VIVOSSPK08_R138,./tiengviet/vivos_data/train/waves/VIVOSSPK08/VIVOSSPK08_R138.wav,2.875,CÙNG CÁC KHẨU HIỆU CỦA ĐỘI BÓNG,VIVOSSPK08, cùng các khẩu hiệu của đội bóng.,1.0,3.937621831893921,3.541475534439087,0.0
